#separator:Comma
#html:false
#guid column:4
expression,reading,meaning,guid
モーテル,モーテル,Motel,7wkwMxWITRHSscJ2yLRk
タイム,タイム,Time,7xANn0ij6qHYNYi4JQ2B
耕作,こうさく,"cultivation, farming",7xqkjf7OK6IIsNXoNvt4
国交,こっこう,Diplomatic relations,802uCmWuLDmBvlEnCE9J
嘲笑う,あざわらう,"sneer at, ridicule",810kdUomdwbLAOEVeagh
～薬,～やく,Medicine,84HUEq5ebXx5yM6Y74Jj
経歴,けいれき,"Personal history, career",86QOPHln0Ey15lsrfAnq
浜辺,はまべ,"beach, foreshore",86jLIhM9ghz7cV2LfIEb
取引,とりひき,"transactions, dealings, business",87MHLPvf4Tnjoz3P1MzF
繊維,せんい,Fiber,88UP5jnFkAw9dBAHUMo0
ふさわしい,ふさわしい,appropriate,894KoKkR3PklDM9L9vYo
様相,ようそう,Aspect,899pbcJYZjLzIbWLQri6
縮まる,ちぢまる,"Shorten, contract, shrink",89PeL5iglCUfkqsAGUEP
鉄鋼,てっこう,Iron and steel,8AAGAAFLQtzIdlUyDcCb
転居,てんきょ,"Moving, change of residence",8AU8jmJJN62SGyl59XXx
軍事,ぐんじ,Military affairs,8C8VZjThzrPniG8hF7Qx
聖書,せいしょ,Bible,8EPVIuv8gFbjiNGPZPgF
設立,せつりつ,"establishment, foundation, institution",8F789Q0hwW8Ptu8Px6Aq
折,おり,"Chance, occasion",8F7d9qDhiLUyNDDh0Ox8
調停,ちょうてい,"Arbitration, conciliation, mediation",8FANcvyGUbNL7rdvW4Ng
行い,おこない,"Conduct, behavior, action",8G0TaCPnEJUlR7SW46Y8
合わす,あわす,"Join together, face, unite",8GcS0RNQobhcxU9mn5MZ
紛争,ふんそう,"Dispute, trouble, strife",8IF4J6OtQVtZAWrY2kT0
札,ふだ,Banknote,8J26TjcBGtSJMmNB2j6J
見積もり,みつもり,"Estimation, quotation",8Jb3aPMGcZuuzA8xwZk3
周期,しゅうき,Cycle or period,8JwsjNr5JdgCNlPo8QNA
比重,ひじゅう,specific gravity,8KYbAj7SViaI7CWotCJQ
記述,きじゅつ,Description,8MFGZhTQhZs5Vbu2yLc0
禁じる,きんじる,Prohibit,8MzJq8IrQsp8i7R9gO3a
着席,ちゃくせき,"Seating, taking a seat",8NxPgiROiUdjLFvvcv51
出演,しゅつえん,Appearance,8P2HWAZJheYCj3b8BUU3
揺らぐ,ゆらぐ,"Sway, shake, waver",8PRNSSNXCmq8YyeWDj5l
軽快,けいかい,"Light, lively, casual",8QWNgHbEGP6VGZ0TW3yO
配給,はいきゅう,Distribution,8U2qVzlxr40VXEkQDPPi
著書,ちょしょ,"Book, literary work",8W9mKWB0ZPq6ifBDlGIp
業績,ぎょうせき,"Achievement, work, contribution",8XINjy447o6S2XKN0qXu
進化,しんか,evolution,8ZPAiuiwiBRC9PwPSY88
十字路,じゅうじろ,Crossroads,8ZUaTYdhu7H2tIe8wzB3
雌,めす,female,8ZoY85AO3EFQH962ATXV
暦,こよみ,Calendar,8dtAfKXehIR82gLjgSrG
細胞,さいぼう,cell,8eNJi0FOhFo9RGQEN1aK
合唱,がっしょう,Chorus,8fa0o4q5l2Si4z8xhaCa
雛祭,ひなまつり,Hina Festival,8gqz463euchMqIu5kWvw
見落とす,みおとす,"Overlook, fail to notice",8gvMmLOzWWvZXz9DCD9Z
コンタクト (レンズ),コンタクト (レンズ),Contact lens,8hnRcksfoITppnj9Xgh4
大金,たいきん,Large amount of money,8i9iP2GnnP6Tbp6Z8ZPD
軌道,きどう,"orbit, track",8iQd7imhhnDZBul59SwF
同等,どうとう,"Equality, equal, same rank",8ittlBYfncrk561ODmN2
偽造,ぎぞう,"forgery, fabrication, counterfeiting",8jmeBfopfzZFX5552Q4w
いやらしい,いやらしい,"Unpleasant, disgusting, indecent",8k8ba9TuOl2uYq7PLAIl
出血,しゅっけつ,Bleeding,8nAb3PHOoQxTl25yVSey
開発,かいはつ,"development, exploitation",8o5oLFDQ2RmpxtlWsOo1
熱湯,ねっとう,Boiling water,8pQecM29NlhNc7y5FUcg
氾濫,はんらん,"overflowing, flood",8pyFAtgBStwEerwWsBxy
ティシュペーパー,ティシュペーパー,Tissue paper,8ucpL9maNBoo0ChK7klm
趣旨,しゅし,"Purpose, intent, or gist",8vko8EUAlfvm0frP0vVc
原作,げんさく,Original work,8xSlZTMttBxGxNz5UsgS
単調,たんちょう,"monotony, monotone, dullness",8y3IShJHvcD8mSilCwHg
老衰,ろうすい,"Senility, senile decay",8yIJqjUXylmljzkGoHQf
じっくり,じっくり,"Deliberately, carefully",8yc52KpcuG5wIpEveN23
問屋,とんや,Wholesale store,8zwWJ7Hb00lIKWySNdfP
家計,かけい,"household economy, family finances",92ZlH62Is3Wgaf4mkJUK
領海,りょうかい,territorial waters,96tbVLF1c6WP9uKKDG97
旧知,きゅうち,Old acquaintance,97kSmEuDg0UBV4a8yLon
内心,ないしん,"innermost thoughts, real intention, inmost heart",984m6KLW3YfNU4tEA00m
故～,こ～,the late,99UTxvDL4XwLcc3rccw5
共和,きょうわ,"Republicanism, Cooperation",9Dn7g7orCt0lhPu9pgd7
知的,ちてき,Intellectual,9E2vuEwKXoEH83O1WJ7v
連帯,れんたい,solidarity,9FHOLXTIb56N0qxn202M
寝かせる,ねかせる,"put to bed, lay down, ferment",9GmF3G6R2nnFGundydw2
該当,がいとう,"Corresponding, answering to, coming under",9HauOfAAVc71oYDUpnNL
処置,しょち,treatment,9IEizt6WCzw0nREl03rq
見込み,みこみ,"Prospects, expectation, hope",9IGH4ooUjM7rvaMYZrDU
のどか,のどか,"Tranquil, calm, quiet",9JECqLP0zvBfrVuFSc4W
明朗,めいろう,"Cheerful, bright, and clear",9L9UVEl9iF4S2CCxftM1
多様,たよう,"Diversity, variety",9LIpaf1vvNfi1ouLNcwm
抜かす,ぬかす,"omit, leave out",9Ny3z79QczQdyvmVuBhI
～寄り,～より,closer to,9PuopGnrMHumtLG7O9gU
粉々,こなごな,To smithereens,9QN97CVQlpIVbTkj5ig8
早急,そうきゅう,Urgent,9SQOJtisx0NIPrDdPHa2
打ち消し,うちけし,"negation, denial, negative",9TY7VUV1PdDpX8F4ojPU
接続詞,せつぞくし,Conjunction,9adKPe2B8LaI4YEhgph3
近郊,きんこう,"suburbs, outskirts",9egkD9Hpc4tp1fp9Gzsf
変革,へんかく,Reform,9gxH8s8s9HPKTaD2EijA
恥じらう,はじらう,"To feel shy, to be bashful, to blush",9hfIcRrMiSiLLylMmdYK
捕獲,ほかく,"Capture, seizure",9iAdtOQ3n1L3d7vFHXut
染める,そめる,dye,9iTVQbbvrQieTdU6RCXX
襲う,おそう,attack,9jAnwpbXiMrB6ANE9yfg
主体,しゅたい,"subject, main constituent",9jDkSM8lH5ECQZQ0iHID
過ち,あやまち,"Fault, error, indiscretion",9jOTRQUjAjgABJ7KPIkL
照り返す,てりかえす,reflect,9lWUxdemvKIiwgZPAEtm
家畜,かちく,Livestock,9m042P3uyBLjvO2EsnF9
臆病,おくびょう,"Cowardice, timidity",9mRiw5q7ZzsvKpSaDFFy
投資,とうし,Investment,9mbWABW9ez7rExfKMtsg
救援,きゅうえん,"relief, rescue, reinforcement",9n5YGTI5kcnLBjfnNh1r
雪崩,なだれ,avalanche,9oM1Kd5qmF2OHTYjtLt4
発言,はつげん,"Utterance, speech, proposal",9oXGPKYwQf8KxooHRYNi
建前,たてまえ,public stance,9opSOmFCX8ZOrbotVTJc
一切,いっさい,"All, entirely, without exception.",9qLIz8jjWnw5lV481sPJ
同封,どうふう,enclosure,9sqINix3hS643NBTMAmj
駄作,ださく,poor work,9tKMjSAkOLYa9Ba3qymV
当人,とうにん,the person concerned,9tza2JbY5qwz5YnXukFu
各種,かくしゅ,"Various kinds, all sorts",9u8SLNcnhMti38gPUmMx
華奢,きゃしゃ,"slender, delicate",9vsEWCiHx2zJJdSVMlbU
体付き,からだつき,Physique,9xOY8bTZabecd0obySyl
回収,かいしゅう,"collection, recovery",9zRS4ChHEN0FGtbWc8sE
当て,あて,"Expectation, dependence",A0iBbeQjtpJS5UxxQqcf
独占,どくせん,monopoly,A29Seu8s7SCNUknzUz32
花粉,かふん,pollen,A3nadGktw7zXlPqBwlIL
余興,よきょう,"Side show, entertainment",A5xMbw9R3eHsTNf8ZPGi
軽率,けいそつ,"Thoughtless, careless, hasty",A6OBoGvrw0F8UZqNFTPe
水田,すいでん,Paddy field,A7RH8RTxs6fag5Z6Hx1l
海抜,かいばつ,Elevation,A7Tziqtiji4f7Yho2QqJ
決意,けつい,Determination,A82VBQR50wdSFAYsuoJH
ごらんなさい (かん),ごらんなさい (かん),"Look, try to do.",A8QSyJjy9yT2lwHZwG86
なおさら,なおさら,all the more,AAJ288D4AI1sPCSoz9S9
貫く,つらぬく,Go through,AC6jGIMBPDx6Dfltm8od
推測,すいそく,"Guess, conjecture",ADwz80pGpFm3m5TUI55F
階層,かいそう,Hierarchy,AErHvzZf5IkmZ9Vc29Vg
情無い,なさけない,"Miserable, pitiable, shameful",AFBh9mnxKigYggRTfM9p
背景,はいけい,background,AINxjXSTabRJemZQPMmp
融資,ゆうし,"Financing, Loan",AIfWg3vzYB51qfWagfJf
物好き,ものずき,Curiosity,AJuInO48Mh00PLu0mLlZ
反する,はんする,"be inconsistent withɪnkənˈsɪstəntwɪð/, oppose, contradict",ALYnryNE0ooALYnE7DGY
緩やか,ゆるやか,Lenient,ANh0itcMo9lsxqGns9ax
中和,ちゅうわ,Neutralize,AOZ6zCBBKglojRHidJXN
焦る,あせる,"be impatient, be in a hurry",AVAhpOb6dpSIGxEWjCDL
梅干し,うめぼし,Pickled plum,AW4xdtH0C9f0odMELE6q
密接,みっせつ,"Close, intimate",AWIfimusQg7dkg41AZI0
着陸,ちゃくりく,"Landing, touch down",AX3u8jNXm4pZSENdeiWV
企画,きかく,Planning / Project,AZzcrIEQprKIoUjUHBrc
心得,こころえ,"Knowledge, information",AaSRQOXQWcTFdNSXaEDV
てんで,てんで,"at all, entirely",AazIuXBkVJ6MbPn4gxvw
目付き,めつき,"Look, expression of the eyes",Ab3sCul0KRY9bpr0ek1X
提供,ていきょう,"Offer, Sponsorship",AbUWsIKRr19Ms3WJ5cKI
統合,とうごう,"integration, unification, synthesis",AcS4xaorPufaVCFPhx8y
不景気,ふけいき,"recession, hard times, depression",AcqKqSAMtTwZCAMNAJS3
萎びる,しなびる,"wither, shrivel",Aeu7Pk1NlUv1JULZKNcK
弓,ゆみ,Bow,Ag500xFm1er1OpNVuVfE
満たす,みたす,"Satisfy, fill, fulfill",Ahg22l6WaIRa7Gd5rlx3
過労,かろう,"Overwork, strain",Ahllx140Dlbtl2WhfDZw
洋風,ようふう,Western style,AiD1NKDoxhPBGxPfqw40
取り次ぐ,とりつぐ,"act as an agent for, announce, convey a message",AjvZXMRJ6kxW4jV4895g
健全,けんぜん,"Sound, wholesome",An0QpwZc2zoIpIHrrlCL
新築,しんちく,Newly built,Ao0CxrNC9NDBmqDinwxc
オリエンテーション,オリエンテーション,Orientation,AsWpr8sg1fqxlr4x9C7p
福祉,ふくし,welfare,Asy8KrxespbrowDYHvHH
研ぐ,とぐ,"sharpen, grind, polish",At0PdW9uf3wGsm8k24Ts
痛感,つうかん,keenly realize,AutEaXfP7VWcdblmtppC
荷,に,"Load, baggage, cargo",AuvLVlN4RqWEBZmSixDw
来場,らいじょう,Attendance,Aw0jofBAw4eDFyPBxJP3
天下,てんか,"The world, the whole country",AwGcHxbvaxFKu515zFuN
驚異,きょうい,"Wonder, miracle",AxeqmSeDQJ4b0EAu1jfP
富,とみ,"Wealth, fortune",B0HFEgrUiQCzA8ZFjWZX
ございます (かん),ございます (かん),"to be (polite, to exist)",B3KaOdvn0ScuYMW4x0Aj
連休,れんきゅう,Consecutive holidays,B3XPB8TeWOLnTNguAwEF
特許,とっきょ,patent,B4u0X92iFnWSvhdCzA88
逃走,とうそう,"flight, desertion, escape",B5ClktOMgE0g6Ml9JcWv
良し,よし,All right!,B6hdIHkVa68G3GCq0v9X
勝利,しょうり,Victory,B7doy2Htd6yem5kRDlUx
両極,りょうきょく,"Both extremities, North and South poles",BCEnnucMaJgXh3q0jap1
上空,じょうくう,High altitude sky,BCsfjl4xJzCn6E30UAwF
解剖,かいぼう,"Dissection, Autopsy",BD8FMSNObCTh1aOjnhM8
経過,けいか,"passage, progress",BDC5bq3BfO5kESLyE2bD
技,わざ,Technique,BDlMHeUgQUkzdlXmEuup
新婚,しんこん,Newlywed,BE3pUgGO2VAxv8llgiv6
推進,すいしん,"Propulsion, driving force",BFoUr8mRTUsmnxvl11fB
助け,たすけ,assistance,BGtRo5Yt71hshcc98xi8
たくましい,たくましい,"burly, strong, sturdy",BHSKE6bmkxQlYLLLOrJl
出直し,でなおし,"Readjustment, touch up",BIJPRCHL0rXGxxqqnZMr
達成,たっせい,Achievement,BIyvcN37DIipqzz1mAlp
遠方,えんぽう,Distant place,BJlfwYvg7d6tXt2FAoqu
悲惨,ひさん,"Tragedy, disaster; misery, wretched, pitiful",BL8T4nwsueeSSSRbM84A
給う,たまう,"receive, grant",BLtGhQWZLVP7Q5AGXCEe
構想,こうそう,"Conception, plan, plot, idea",BNQFlfLMQ2lUY4g3k9Eg
進み,すすみ,Progress,BNcB6ssO4eELk2v75LHm
グレー,グレー,Grey,BNosbk4AyMU1d6rHt000
産物,さんぶつ,"Product, result, fruit",BNsTAVBjNtgSlF7Jnqrd
要する,ようする,"require, demand, take",BOEmNnSOMMoz3IMEwYIa
後回し,あとまわし,"Postponing, putting off",BRS6MF69um2RavmjIHDJ
参議院,さんぎいん,House of Councilors,BSFmCWn1dpH1HHElCPcf
ふらふら,ふらふら,"dizzy, unsteady, tottering",BTKwzT6SasUdKDFZu7Bv
募金,ぼきん,Fund-raising,BTcexcY6THun4FejJ6mf
ナプキン,ナプキン,Napkin,BTy15gJxDUKsS0WRcsob
タイル,タイル,tile,BaDW15seD0f4Mdu68XQn
給食,きゅうしょく,school lunch,BckdBozOUV5yGbBJQiAA
伝来,でんらい,"Ancestral, hereditary, imported",BdjVgCi03hmp2ieGiOVi
いやに,いやに,"awfully, terribly",BeXUNuWGGGE4MxJ0bIFY
教科,きょうか,Subject,Bk9DocdHinL5GePtVZ3I
改訂,かいてい,Revision,Bkh866DyxU042IqGf9zE
未知,みち,Unknown,Bl83CmQBiWk42n3FYlZ8
賑わう,にぎわう,"prosper, flourish, be crowded with people",BnxqaMG6pKOeUqZkk7BI
大衆,たいしゅう,General public,BrUEVR4W0XzSsygU4Jji
隔たる,へだたる,be distant,C0Zy91aG4Vu31Wp7g3fV
外観,がいかん,"appearance, exterior, facade",C0fD9tdx2GUcCdA5UpTw
復活,ふっかつ,Revival,C3QqXFzB63euKmOdiTGm
転回,てんかい,"Rotation, revolution",C3n4UMFPvgMj6R26oTkA
善し悪し,よしあし,"Good or bad, merits or demerits, quality",C40rFVWjBKMFE7UE89Nm
下痢,げり,Diarrhea,C6kS0ARM13NjouEsOZaC
リード,リード,"Lead, reed",C7bAEKoJ4IcxkFpwhjmK
カルテ,カルテ,Medical record,C87FHP1BZYBSqfhgXMSc
異論,いろん,"Objection, dissenting opinion",C8oQG9vhfMOwi8qOPZbM
余暇,よか,"Leisure, spare time",C9IIRAqiH3GYXoLbjeQh
背く,そむく,go against,C9KA29vK4u3YMZfokUSw
濫用,らんよう,"Abuse, misuse",C9SNto3l2FEZMznT2NbR
陣,じん,"Battle formation, camp, encampment",CC37n931UjG1vuSi8ipQ
用品,ようひん,"Articles, supplies, parts",CCT1BLmnrEHxDd7ZyPcv
荒っぽい,あらっぽい,"Rough, rude",CDbYD3gnm9MqyArlutkQ
差し掛かる,さしかかる,Approach,CG8deFcMNdbTWGMpJ2QS
出生,しゅっせい,Birth,CHDvExZ52YwD7cbIJlAP
果たす,はたす,"accomplish, fulfill, carry out, achieve",CHpHYx4XeQ2yvf2kteSm
安静,あんせい,Rest,CKi3mSFJIYp9McwtJ2Pf
免除,めんじょ,"Exemption, exoneration, discharge",CLpoy485J2Otwq4lL3iQ
擦れる,すれる,Chafe,CMM03Om1fLT3vG4DBG6Y
停滞,ていたい,"Stagnation, tie-up, congestion, retention",CN4hiPBS5m9ijIP4C00I
メーカー,メーカー,Manufacturer,CNQRa13YgjYjKTO6zZV7
志,こころざし,"Will, intention, motive",CPQV8sle7bsNDIkQyfBh
退治,たいじ,Extermination,CPSfcAwQDy3kSBdloGiA
人影,ひとかげ,"Human shadow, soul",CQIu6gofHmUyClXbzItz
損失,そんしつ,Loss,CRbYlelKMW9DMLkSRGc2
こたつ,こたつ,Kotatsu,CRicLbZOf63rURrfir73
修行,しゅぎょう,"Training, ascetic practice",CXBCAWAQG0y9mKaHEbKS
精密,せいみつ,"Precise, exact, detailed, minute",CXPdVA4eSPuHfwgI5aKJ
登録,とうろく,"registration, register, record",CYMn1AVb4yMEOwIByKFu
冴える,さえる,"clear, bright, skillful",CZDJtUkLYyCtEVOlRT2f
フィルタ,フィルタ,filter,CZNUQ6Tuc1PQCpCtyE0O
船舶,せんぱく,Ship,CZXjobD52Pvbq9CKNkBl
胴,どう,"Torso, trunk, body",CZr3ZB6vIsLVqhOsI6uz
煌々と,こうこうと,Brightly,CaLouTUDo3nGfYniWIjX
本館,ほんかん,Main Building,CexrsmsFGhFgNhAcfGSi
控室,ひかえしつ,Waiting room,Cfq9oaEZtU7SEY8R1Y5u
逃亡,とうぼう,Escape,CgZ7JLyjicyLjHQsbtQC
海路,かいろ,Sea route,Ch3f5Eqo7sZs4EcpNBkf
茶の湯,ちゃのゆ,Tea ceremony,CjVfhs1RJnaSPcroqZmP
取り混ぜる,とりまぜる,mix together,CjwUEkpCnfnnd6CI3exU
寄り掛かる,よりかかる,"Lean against, recline on, lean on, rely on",CkBeJhxRSLgwUXnzMQ1v
助動詞,じょどうし,auxiliary verb,CkrcgfMmUsDWCSupkjZ1
関与,かんよ,"participation, involvement",ClaJmO0aqwXIO3urHY1O
仕入れる,しいれる,"Stock up, replenish stock, procure",CraA7DWJmAHbcUYBAKoX
剥ぐ,はぐ,"Tear off, peel off, rip off",Cta8Axb5MG72OuIawFSE
概念,がいねん,"concept, notion",CuGavYewvQuX1n5hiSTS
比率,ひりつ,"Ratio, proportion, percentage",CvhUISXefYFhEkd357tu
改まる,あらたまる,"Renewed, formal",CyQ0yxtw3xzHow8mMzYp
もてる,もてる,to be popular,D16E0TKyAppuz2wsxY3f
蔵,くら,"Warehouse, cellar",D4bxGMyn9b8RqUkubKjn
使い道,つかいみち,"Use, usage, purpose",D4zK2TxpLKTpoQ4q37Og
つねる,つねる,Pinch,D5hob0DA92u2r1LV8TpL
体裁,ていさい,"Decency, style, form, appearance",D6QoIOSJjGZvDLq3NSd5
微笑,びしょう,Smile,D8SRhxa5ZvEDNS8Pzlw2
さえずる,さえずる,"Chirp, twitter, or sing",DBxwGQpE0jqjzDmGUR3t
語源,ごげん,Etymology,DDLxVrkGFWRYd4Lv5Vxk
言論,げんろん,"Speech, discussion",DEPQMiMc7dwTuuZ87VfL
就業,しゅうぎょう,"Employment, starting work",DFTIIG51jawT5QFd7fJR
浮気,うわき,"cheating, affair",DFXMui1k0qj1vgKz5fHl
逃す,のがす,"let loose, set free, let escape",DGaIjjizPO8jm9FeoyqS
ジャンプ,ジャンプ,Jump,DGisfoUZ8yNmawM15IKD
妥結,だけつ,"Conclusion, agreement",DHKVp6LyxgoOFfptfdC1
内乱,ないらん,Civil war,DHqzQ0eoSXyJSHBVs233
情深い,なさけぶかい,"Compassionate, tender-hearted",DK94gN0y1JzKH49zewLq
おだてる,おだてる,flatter,DLCrTxWvnFf9eR75Lizm
地元,じもと,local,DLHfz5gftBxH0KVIIhXf
伝説,でんせつ,Legend,DMIziGSrmKkVMHdhbZcq
気流,きりゅう,Atmospheric current,DMWCudx87ERmJSjTVzlx
襟,えり,Collar,DNF8ZXCEnkTBrQYWH1kT
すばしこい,すばしこい,"nimble, smart, quick",DOsonFPqGAC5WmJ4mRrN
打ち明ける,うちあける,"confess, be open",DQChKGEgJzkukSotQMf7
久しい,ひさしい,Long,DR7CXftsaQ3ewJAXJDzA
手筈,てはず,"Arrangements, plans",DS9TvuHswt7bdgESJOLQ
腫れる,はれる,swell,DSlAR2KICklMpPFrVo4i
縁側,えんがわ,"Veranda, porch",DTZdPgZUAPQzZZjRLOoH
漏れる,もれる,"leak out, escape, filter out",DTdOx4tBJD31XKG3Z6MA
親しむ,したしむ,"be intimate with, befriend",DTdhoncYWQzfCj3e7BfY
諦め,あきらめ,"Resignation, reconciliation, consolation",DTmVj34ujpW6KLkdcasn
合議,ごうぎ,"Consultation, conference",DTz4iouvjlG70gL5vRP3
心中,しんじゅう,double suicide,DWn37SMbyKEu1jeAKYA3
浪費,ろうひ,"Waste, extravagance",DYee22KMb0sfxO8JJR3X
怯える,おびえる,become frightened,DbfiT0LWk7nrZ9tyY18W
設置,せっち,"Establishment, institution",DeQoiYOvvnIGMAZUM7Fa
情熱,じょうねつ,Passion,DemyOnaPWJGbQAHvnb5m
おごる (ゆうしょくを～),おごる (ゆうしょくを～),Treat someone to dinner,DexmGtes3rinDwMlTHzz
内蔵,ないぞう,"internal organ, built-in",DgCRZEUT1dIHtKnhvQuq
婉曲,えんきょく,"euphemistic, indirect, insinuating",DgGOqrzXuK2zv8w3geO7
体力,たいりょく,Physical strength,DipKmnMFFLusjxWRWrlr
化繊,かせん,Synthetic fibers,DjEtR96ITg9FRDvv93Ax
未練,みれん,"Lingering affection, attachment, regret(s)rɪˈɡrɛts",DjHUjmN9GIj76SlcB55v
観点,かんてん,Point of view,DkOJLwHRY1frEa0lmXtj
気品,きひん,"Grace, elegance",DkSuXqwSaKfXsPZCXCt0
投入,とうにゅう,"Investment, throwing, activation",Dkv6uT0s6AalpLe29beb
比例,ひれい,Proportion,DoaaHksFW9eT76IkNE55
転じる,てんじる,turn shift,DpAyuLxIQq8f6wiRBwIi
動機,どうき,"motive, incentive",DpBH7uRLV3SrL1JllxS4
原文,げんぶん,Original text,Dqdpz0f0PwE5r4q0rqEW
配布,はいふ,Distribution,DqqnhZKbkx588YqPxPuj
資金,しきん,"funds, capital",DrTpIoJaxknn6L5YyhPw
当～,とう～,"Our (e.g. hotel, plane, etc.)",DuvaHfYlEi1demumXmJa
日の丸,ひのまる,"Hinomaru, the Japanese flag",DwscV1RjsPSrQYz77Igw
匹敵,ひってき,"rival, equal",Dx7lN4ikf4woiwZi3tRE
ぼやける,ぼやける,"blur, become dim",E1Py0mFZxzGsmn0v0Sq8
平たい,ひらたい,"Flat, even, level",E4QvU0UgJu3vzn4Vjee5
審議,しんぎ,deliberation,E662MiwsHcUmWk3zSd1P
出社,しゅっしゃ,Come to work,E6GN2qgzhTg3bWUdVxvP
楽観,らっかん,Optimism,E8PUTLPEenz8IfMNyC9n
滞納,たいのう,"Non-payment, Default",E8WQC5Y9zBBR2zHu1wLV
戦力,せんりょく,War potential,E9To1rd38BFzyaAAZ9RS
厳か,おごそか,"Majestic, dignified",E9pwqMBTc0pTubNAY4e0
省みる,かえりみる,Reflect,EB70ZiC99PijUtJpwN7a
進呈,しんてい,Presentation,ECMoXXg65eA4TQW834oq
かなわない,かなわない,"be beyond one's power, be unable",EDEuXfyKBIRTWhGyniiz
仏像,ぶつぞう,Buddhist image,EGiWIoQM9LOCLldqVkqH
フロント,フロント,Front,EJQ17c6bn29k4he7K9PU
傍ら,かたわら,"Beside, while",EJnXHgNv8MnfQmsIsO4f
賭,かけ,"Bet, gambling, a gamble",EKavsxQKgDg1zN1Z74tb
手芸,しゅげい,Handicrafts,EKbeKh7KSSjEzObGKXYB
備え付ける,そなえつける,"Equip, install, provide",ELB5vRg5BOF8IThadK5Y
褒美,ほうび,"Reward, prize",EPG6tYr3C5qvdrSgUBvA
梢,こずえ,Treetop,EQ011jcJBAxOzJ3llvBm
レンタカー,レンタカー,Rental car,EU5cO7YqMgHHN0ESn8BC
中傷,ちゅうしょう,"Slander, libel, defamation",EUcW7TNh4DF4A4UGe8RQ
元来,がんらい,"originally, naturally",EZDRSad8K9gmwhMYIo0P
年賀,ねんが,New Year's greeting,EaW15f3RnP3GfvfKoZPi
出現,しゅつげん,"appearance, arrival",Ebz1HzFCijRgnhrKiRu9
受け入れる,うけいれる,"accept, receive",Ed1VPhcoet2PPPcTSRlb
警戒,けいかい,"Vigilance, warning, admonition",Ef9p6JGI7CWsUJ4Rmkac
激励,げきれい,Encouragement,Eg0DW5FEEcU3U3YmuqZa
取り戻す,とりもどす,"take back, regain",EjEgqEyS9IsWd2JkSAAv
孤児,こじ,Orphan,EjWQtcE6tpE8Qh1CIQ9t
賛美,さんび,"praise, adoration, glorification",EjcQ9fRA526QIcgV9zDB
団結,だんけつ,"Unity, union, solidarity",Ek56sNuoC09ALgSXDlGP
簡素,かんそ,"Simplicity, plainness",ElU4DsDyjwCwm1NfPT2c
客観,きゃっかん,Objective,EncjiBelr3Bcm6dUhksF
土手,どて,"Embankment, bank",Eop03oWlI1xMtZnfqQdp
共鳴,きょうめい,"Resonance, sympathy",EqI9v4360dfL8LnrpEyp
未熟,みじゅく,"inexperienced, unskilled, immature",ErOMbrLzZccfDJUK4YR2
誇張,こちょう,Exaggeration,EsVDFGBDSzwMXRSKVB4r
侵略,しんりゃく,"aggression, invasion, raid",EutIi240NagsaxaAKa8I
良識,りょうしき,Good sense,EwjQaquMSxmwkuvZvK52
相場,そうば,"market price, speculation, estimation",EyBzZtJ6IawjPUd2ry6g
軒並,のきなみ,Row of houses; uniformly,EydovZML2saD76z1v171
是正,ぜせい,"Correction, Revision",EzWKOyDkImrFZZKI2eEd
言付け,ことづけ,Message,EzcOianodIaHFu3aOU8n
あつらえる,あつらえる,to place an order,F1dX4RqEPBAr0SmhXBr6
藁,わら,Straw,F1sqGnP1hNjiRycDNnhc
極端,きょくたん,Extreme,F2bPaOv7iq7sqhH2DAGo
決議,けつぎ,resolution,F31FPoe52yZJqxmb2Cd3
捕虜,ほりょ,Prisoner of war,F7ilOQqHoJbazNVUAa4J
スチーム,スチーム,Steam,F8YeSauHlRe3FyHP3hB8
レッスン,レッスン,Lesson,F93SpwcBHotMRiJHn5jC
粘り,ねばり,"stickiness, viscosity",FCOqDfBJiFI67gk3PGYz
洒落る,しゃれる,"To joke, to play on words; stylish",FD1MDtsQwlVW0UkttFdQ
費やす,ついやす,"spend, devote, waste",FEmn8j3cd6dl93KjEjxO
～証,～しょう,Certificate,FFayfillN9ZEjM9P0XjJ
エレガント,エレガント,Elegant,FFoauoXHwEV1E7YXLnzQ
人格,じんかく,"personality, character",FG6OZUJamnPgDk16unRt
鈍感,どんかん,"thickheadedness, stolidity",FGjpkWscUTcK0tYNwLkD
宙返り,ちゅうがえり,"somersault, looping-the-loop",FKdPGWoH2NVQfUA6dOUF
たやすい,たやすい,"Easy, simple, light",FMEM92jSbBH6S1NGhnFw
賃金,ちんぎん,wages,FMSz7Y4J4ZUA6DmEfVmP
人目,ひとめ,"Glimpse, public gaze",FOT6leejEkqzz69dTpl6
誘惑,ゆうわく,"temptation, allurement, lure",FOWilO5V7oDVqCrWIiSk
すがすがしい,すがすがしい,Refreshing,FQfmszHNATKaGEDoL6eq
誇る,ほこる,"boast of, be proud of",FQh6VnppzpcQnOl1a5K9
逆立ち,さかだち,Handstand,FTpzDuwkpNlKBA704y43
スタジオ,スタジオ,Studio,FURpwQj6E0QvcnRNQoXR
待ち遠しい,まちどおしい,Looking forward to,FVpG8PdViou81GdhDzVb
ガイドブック,ガイドブック,Guidebook,FWC10c3htVBzjGgg1xlm
茶の間,ちゃのま,Living room (Japanese style),FXuQkc1lfTGM0RItHmFk
負かす,まかす,Defeat,FZ8cnCNbe4YRdea97Snu
