#separator:Comma
#html:false
#guid column:4
expression,reading,meaning,guid
増える,ふえる,"increase, multiply",ataud6mGQ5ChvgngGKn5
合う,あう,"fit, match",avvAovna5NclU6c4zsP1
うまい,うまい,"delicious, skillful, fortunate",b6RTo3UjT7aZpGz2bnd0
毛,け,Hair,bEwBPLe2XliQxR4DArHM
承知,しょうちする,"Consent, acceptance",bGJrUaEsgT0s9B792XA9
祈る,いのる,"pray, wish",bJGgZZTvr6ncMi8pqZfH
優しい,やさしい,"Kind, gentle, easy",bR8pER7aXElUJvcbnMB5
字,じ,Character,bSNGtDd1u5YK9Lf2UIVG
動物園,どうぶつえん,Zoo,bSVIhen524n9rvcFtMwi
空く,すく,"to open, to become empty",bkOlvEGzEfNfpHJ3C478
プレゼント,プレゼント,"Present, gift",bxtu71z6m6s2iM0Zmpdm
用意,ようい,Preparation,byFlu0bKhLGw5r6o5c8V
星,ほし,Star,c3iMQ7ElmYQxHVSzfzex
月,つき,Moon,cBfkcW5nhrxOYMnxYaue
すり,すり,Pickpocket,cCq0O8byYJAXoakcQ0dF
通り,とおり,"Street, Avenue",cOTgKEpN55Yq4Vf0Dks7
喜ぶ,よろこぶ,"Rejoice, be delighted, be glad",cRU8a35UPSMJXe3apZut
叱る,しかる,scold,cYRgDMxLYSLDMu6fSx5b
しばらく,しばらく,A little while,ch9tCNAJCPyD24e8M4At
決まる,きまる,"Tobeset, fixed",cqcvD3UUPlURh4Da9z12
～町,～ちょう,~Town,cvT2LeUfOPoMUQInAfA3
邪魔,じゃま,"Hindrance, intrusion",d4cVajkE2yBN4Wrc1UxA
非常に,ひじょうに,"extremely, very",d7KeggLtmfisyaSkLsUt
挨拶,あいさつする,Greeting,d977mGv1uQlAV5zaiaCZ
～君,～くん,"Mr.ˈmɪstər (junior)ˈdʒuːnjər ~, master ~",dBTPit1x3MiacN7FAvXu
おいでになる,おいでになる,to be,dOCytDBI3syfzG9fvEBh
写す,うつす,"Copy, Photograph",dUDDvDrGQc8KtH2M0Jiq
一杯,いっぱい,Full,dWz4Ay3cUWrksxfJFs5R
勝つ,かつ,Win,dX4lOWFDAY1zNQq01QvQ
正しい,ただしい,correct,dYwHaxTfGsqI7ZgNb1o2
普通,ふつう,Common or usual,ddEgIBh5fj9LCaYIlmBL
アメリカ,アメリカ,America,ddPifxAx704lAZJi6zdS
会議,かいぎ,"meeting, conference",deKlwEjuln9saIgzKCtx
～まま,～まま,As it is,dj9BFrChvzGgxTpwd5tw
柔らかい,やわらかい,"soft, tender",dnyrdkSqjGoPeCCLbquU
お見舞い,おみまい,Visit a sick person,dzN7sRaamn8VOkopWxfO
大抵,たいてい,"Generally, usually",e07mKYyPeWKNhmkGGTdK
故障,こしょうする,breakdown,e3xk7eJ0HREU1VoHcrjy
～製,～せい,Made in ~~,eFqwp1FfvPDOQUUS4KGc
寝坊,ねぼう,Oversleeping,eTkWcVTHbTfZERqBeY2b
ひげ,ひげ,beard,eUTWUVSbtpObU7zC1i4m
以外,いがい,"other than, with the exception of, excepting",eVdgFRNYG76Ea2XokaPd
包む,つつむ,"wrap, cover",ebhpKzLwvZfA5V15I00J
忘れ物,わすれもの,"Lost article, something forgotten",eqtlXUXSKDHdytG6RCN3
売り場,うりば,Sales floor,er9TCy3o8g5QiXYO4ai4
汚れる,よごれる,to become dirty,etkg5PDHORvOYk1bFAxx
贈り物,おくりもの,Gift,etrBWBhQNOZLCMSzo2FZ
法律,ほうりつ,Law,euOR4goPYgINEfVVasM8
とうとう,とうとう,"finally, at last",ewSHsEWqWWeePqyPBPWN
形,かたち,Shape,fCtNS8JhvUrhNpeWu0Or
厳しい,きびしい,"Strict, rigorous, hard",fH1XYyKCHoLHKvyIPKAP
生きる,いきる,live,fIkF9pfKiJEqKs2O0dko
道具,どうぐ,tool,fT3PD3oER00b2NuSdX1C
そんな,そんな,Such,fViHr7CLm6fFubHxe951
ステーキ,ステーキ,Steak,fg9PKi4P3sANkazapQgE
スーツケース,スーツケース,Suitcase,fpGS53CtlkCgkdZFXmR6
会場,かいじょう,"venue, meeting place",fppjquXntg7khbiqZdyV
日,にち,"sun, sunshine, day",fy85mXe6kNdMyHlf5Vj3
鏡,かがみ,Mirror,gAYYkEKGlIE2W4rZ0akv
交通,こうつう,"Traffic, Transportation",gUGTKcrP8Hygb16KtmxW
遠慮,えんりょする,"restraint, reserve, hesitation",gVyqwgBPoBzvOHDloUcx
花見,はなみ,Cherry blossom viewing,glIS9422YVXTxLt9qLdq
真中,まんなか,Center,gt2K7zgxw5FRIRtk8YLm
いじめる,いじめる,"Bully, torment",h1d72SfTyx5pw3rKqTHH
安心,あんしん,"Peace of mind, relief",hArcLO2RVlF3DmVD8J3k
日記,にっき,Diary,hBtBDqowTWf99dpi42Ti
例えば,たとえば,For example,hHQ3uXMaMB364278MnFY
伺う,うかがう,"visit, ask, hear, come",hQQHEQQAeqIc7QHRQyhY
心配,しんぱいする,"worry, concern",hfFy6q6ACVGZTh0ZOAOx
生活,せいかつする,"Life, Living",hnh8iw2fVVDry8XIhebs
驚く,おどろく,"Surprised, astonished",ht9PKT3tqJdbgJiYm9yL
スーパー (マーケット),スーパー (マーケット),Supermarket,iCadVJj3qFaOenoM3Pl2
いくら～ても,いくら～ても,However much one may ~/~,iDbYkzesslJNj4iOS876
漫画,まんが,Manga,iJcSxbrHoFk8kh9tkcIc
是非,ぜひ,By all means,iP08Qu7k4v07Jv1ItySt
帰り,かえり,"Return, coming back",ie9ZGNamxfXKqQYIox4Z
ガソリンスタンド,ガソリンスタンド,Gas station,ikb2WXM1PYMsDBTryAc6
役に立つ,やくにたつ,Helpful or useful,imi0D6k5frnyL30756Rq
泣く,なく,Cry,inQuu6DOml5p9OtdB6Vy
汽車,きしゃ,Steam train,itV0nVlFaBkIUeM7mTXz
揺れる,ゆれる,"Shake, Sway",izalv4NaFgiJY8kr16VP
場所,ばしょ,"Place, location",jMjUO8v4qsH4SPqrthRV
投げる,なげる,"Pitch, cast away",jr5JdNM1X7Sf0XOJ7M7a
消しゴム,けしゴム,Eraser,jw2JRXjRdeWWJxlwEbNY
かまう,,"mind, care about",jyyuIXtrtmz8eCa7CPAo
集まる,あつまる,gather,k9z1BF7NK7Z9u3eAuxi3
不便,ふべん,Inconvenience,kFpJCLDdUeYs87H99T7q
つもり,つもり,"intention, plan",kGJJyEf6SxAbMrvJEvNC
眠る,ねむる,sleep,kGzzg6f14w3JBtTBMgop
お宅,おたく,Your home,kKL3Zmep5fBpaA7WaBAz
昔,むかし,Past,kSCVtyCnBchdNkN7EIpz
警察,けいさつ,police,kXbSgbpQSvSzXAEoGkpF
考える,かんがえる,Think (about); consider,kXkm4VwkSXRKNpZLcBx4
危険,きけん,"danger, risk, hazard",kdoMfdYc9mC6rCEMhhZs
寂しい,さびしい,Lonely,kjOECbAZSJNc2pgrvx16
太る,ふとる,gain weight,koctiT1QY7BKpjh6vAZb
国際,こくさい,International,kuExLuQp87KkJum2qKcE
歴史,れきし,History,kyagNBwKUa39f3yAVYBs
チェックする,チェックする,Check do,l2ppMgv9d9jQDOoN2NIA
男性,だんせい,"man, male",lCnwWZgszRNBB2hXNE6f
表,ひょう,"surface, front, outside",lGG3RySNqZxd6FDdZzDP
壊れる,こわれる,break,lHVqyyy93lgO2Nukj80Y
発音,はつおん,Pronunciation,lKtgdQYJRz8tcarxXv7c
地理,ちり,geography,lL0lpInKOFAbfGn66R8h
よろしい,よろしい,"Good, OK, all right",lYczWCL7gFdAwxTUur5s
お陰,おかげ,Thanks to,lmcZ2r7TyCDtEgTSVQEb
放送,ほうそうする,Broadcasting,loOw1Lj3hgEgbijQn8Qn
大分,だいぶん,"Considerably, to a large extent",lobQJxrOcekkmX3jKdiA
向かう,むかう,head towards,ltxBZ1tEXtYeJ8alzDu7
必ず,かならず,Certainly,lucLurCmjWEPGa5PlJzE
支度,したくする,preparation,lziMWaL6gK27eInF4gdu
予定,よてい,"Plan, arrangement, schedule",m5KmekMeeoaWHTOjl3xX
入院,にゅういんする,Hospitalization,m7p6pYUZj0fvSU8nToAk
暖房,だんぼう,Heating,mF0vXLRAXHrlot2AZzxa
海岸,かいがん,"coast, seashore",mJiOjToCLF4ZbXvdltkB
苦い,にがい,Bitter,mKEcDR0oIKFZFzTVjRPe
テキスト,テキスト,text,mLB98OYfvRENMIpuABJv
新聞社,しんぶんしゃ,Newspaper company,mNy2kKJVRdL9vb9oZwOo
時代,じだい,"age, period, epoch, era",mRnBoAuTCmrcozkj7DZm
原因,げんいん,"Cause, origin, source",mad41YIBSlxfRwRViwPG
光る,ひかる,"Shine, glitter",mdy4b3fqeUixiR6kb7MR
盗む,ぬすむ,steal,mgJWupkKE4nVsmgBgGqV
機会,きかい,"chance, opportunity",mnjyFM8SEsiTHzuCjrYx
噛む,かむ,"bite, chew",mtWvigrLQJfIivyWcyLr
貿易,ぼうえき,Trade,n0qChDiBIVH8s6O4hhCQ
随分,ずいぶん,Extremely,nCKzu95cmDzfe4vWMn0P
理由,りゆう,Reason,nFIHZJe6HMmfff3aYHZ0
伝える,つたえる,"Convey, tell, report",nHRDzVAzmf13TS1y9oGT
遊び,あそび,Play,nHjI0hOkDQv89DF0HD1h
招待,しょうたいする,Invitation,nMCrAIjrT8QTst4qaVBo
意見,いけん,"opinion, view, idea",nUSQ4P9scJSJuwsjT57x
壁,かべ,Wall,nkOk0strKQElVq2CVDsV
石,いし,Stone,nmcB6yzS7efr3CEbg3bh
髪,かみ,Hair,nsn5WJcxCFxRrhxYT6oC
この間,このあいだ,The other day,o1WOxdnaqYt31w1bVLlo
楽む,たのしむ,Enjoy,o5MjBrhOGqlgP0EhjMqJ
悲しい,かなしい,Sad,o88hIRWYoB2bwS7295vz
楽しみ,たのしみ,"Pleasure, joy",o8bQPYha8OpgXJTqiicF
娘,むすめ,Daughter,oDYMj9VIKMNjeQDO71wi
過ぎる,すぎる,"Exceed, go beyond",oGN2WOeAW3TMgjDbm2kX
田舎,いなか,countryside,oJ0PxBDLcvvxdQwrQ7yE
最も,もっとも,most,oVqotm5SvcJD129VEf1e
無理,むり,"unreasonable, impossible",oWIj5eUY1C31vqEQwSLl
ご存じ,ごぞんじ,Acquainted,oWceIrooWzuFFyNGdE9q
血,ち,Blood,ocZqDlyYWZwItcI94qB2
親,おや,Parent,odNcN6biEjhk9Eu9shVG
ガラス,ガラス,glass,oet7tajt3J7vXd2c3w5m
教会,きょうかい,Church,og0YqY7dHTjQ811qB6o1
まず,まず,"First, to start with",ogdhAOanQKMxuciQW3OH
世話,せわする,taking care of,okeFmRSR6esRi1XS5Cap
ちっとも,ちっとも,not at all,olunRcM5Sg5v7mZ4XUWD
電報,でんぽう,telegram,ooVkM5NwAM8enj0yr5Al
旅館,りょかん,Japanese inn,os735xKKlvJH06mtvZ4E
近所,きんじょ,neighborhood,ovMf1rSuWpp1RUraJ7Ki
熱心,ねっしん,Enthusiastic,pAh75PDFG3t9wNKIXmgv
取り替える,とりかえる,"Exchange, replace",pDiOuijcJfZSUDkzarqg
場合,ばあい,"case, situation",pE8OUSBptOZHyyECLHDY
小鳥,ことり,Small bird,pGMeHxQi77wevyuRb4fU
すると,すると,"Then, and so",pGOTFqImOshEWLSZfBek
盛ん,さかん,"prosperous, active, thriving",pIsae9ZTz3q0MlZIhova
残る,のこる,"remain, be left",pel6IKKRg0JkmNj2uo9u
事故,じこ,accident,phRfgJrBbC8AJ2dtu91n
昼間,ひるま,"daytime, during the day",pibCHoDSobypWduJIDD2
一生懸命,いっしょうけんめい,With utmost effort,ppYq339WKyjhXdKYTvUa
続ける,つづける,"continue, keep up",psC1dKcQgbn3PoDrZqj4
手伝う,てつだう,Help,pubptkRY2Hky8kt05rYl
翻訳,ほんやく,Translation,pwCftJ5L5levYMjNhKfM
仕方,しかた,Way of doing something,q6bgyZlHEcXFYA2wSVrK
上がる,あがる,"rise, go up",q6oNv8WtQDmC8KuLNNkq
水泳,すいえい,Swimming,q7Ex0axALdwm9ZmCUmpH
申し上げる,もうしあげる,"humbly say, humbly tell",q9OkOyzp9PGXMF5LSUeb
沸く,わく,boil,qC4e8gg8x3afHxu1A4e6
エスカレーター,エスカレーター,escalator,qCzpQkn6A9YX5va3E5pG
経済,けいざい,"Economy, Economics, Finance",qE2hivrZ4cFL7hBFdSye
込む,こむ,crowded,qN6gRPgyETRecpoP82CH
拾う,ひろう,Pick up,qgRPUKox3MChDlOI7878
留守,るす,"Absence, not at home",qwKyWJ2e1QtdLiYaNSSJ
引っ越す,ひっこす,Move,qzCmjMt2EL4hJCpBcR35
この頃,このごろ,"These days, nowadays",r01eh7qVRgD5d0ae8cd1
水道,すいどう,Water supply,r8eUFlMvynBWjJyyVO8B
珍しい,めずらしい,"rare, unusual",rHJEYC7P24CS86LXXg5X
塗る,ぬる,"paint, plaster",rLq6KvSe62EJe7gOOUhJ
～会,～かい,Meeting,rMwRUiYxEyMssFNKEcDh
下げる,さげる,"Lower, Hang",rXguJvC0qOuNtRrHQ75v
お礼,おれい,"Gratitude, thanking, gift of appreciation, bow",racJzKaVbWtBW0OlU2Xq
文法,ぶんぽう,Grammar,rfIFsdMYtU2YBYdEMEC8
冷える,ひえる,"grow cold, cool down",rfIZLHf8Yd90Lsp633P6
産業,さんぎょう,industry,rh7GOSHRaxA7Q1PLrqjp
番組,ばんぐみ,Program,rh8AE6YUt5UobheSUdup
細かい,こまかい,"Fine, minute",rl3mAwXL1HeiaRyI5lMg
～おわる,～おわる,to finish doing,rzQHWU733Ch6wM9gOwAe
はっきり,はっきり,"clearly, distinctly",s38fVQC6Yv7geGrjjPtn
具合,ぐあい,"Condition, state, health",s3QSBW04dRM03HvMhmt3
直す,なおす,"Correct, Fix",s8LaKS0Z59mboWV3dfEZ
両方,りょうほう,"Both sides, both parties",sC1UmDKEJ1dVz0ZtsF6T
最初,さいしょ,"Beginning, first",sC3cLa7cavR25sTlK9qM
明日,あす,tomorrow,sD4wItmpKB5mTtyHD1TV
市民,しみん,Citizen,sO3NKycDNXjnqoI4kql8
鳴る,なる,"Sound, Ring",sPcIMWL37X1IG2ht4FkS
首,くび,neck,sWhEvR847Lq7pCiNf3ub
生産,せいさんする,Production,sXUH1DLj3Llpc3AthLuQ
大事,だいじ,"Important, valuable, serious matter",sZGEAkxZQDSvVcCp0ep5
思う,おもう,"Think, feel",sbtBek97uqYWJL1faV5c
習慣,しゅうかん,Custom,sfY4BD5ft4Zv1fdxTGHg
様,さま,"Manner, way, kind",sjxESYtXVZJb5Mp84bFw
召し上がる,めしあがる,Eat or drink,solUhJioJdOJfdsMTb8b
味,あじ,Taste,t2CtEGogBaiSJ2eONvDQ
壊す,こわす,break,t3F7VHGaZ9We0D0S1tXL
いただく,頂く,"receive, eat, drink",tA9EFW1cSX2l3L4BCtuu
～(に) ついて,～(に) ついて,"About, concerning",tD0Mk2r8Lv7VHF7v85pi
もうすぐ,もうすぐ,Very soon,tDlBUAKU9IMpj3U8TLus
スーツ,スーツ,Suit,tEHQNrJc27147st1XLU3
コンピュータ; コンピューター,コンピュータ; コンピューター,Computer,tEe6Gs9vBEB6wgcpOzfC
葉,は,Leaf,tIBAzfkMtZu8lHCda37F
こう,こう,like this,tLNi0p8bTo7JmBhe7R3a
あげる,あげる,give,tZvG2G5KqjgJAlsTB9J0
音,ね,"Sound, Note",taKbuzPowuYPFBvY5JCR
～式,～しき,"ceremony, style",tdDSlAA3lbt08ofTW7al
予習,よしゅう,Preparation for lessons,temjzsTAGkWK7tepgOCx
君,きみ,You,tnW0l7vPLmnjXm6F8m99
痩せる,やせる,lose weight,uCeQRvJnnB7lHbkAkChK
亡くなる,なくなる,Pass away,uHc0joBKa2TNVRklZPPE
失礼,しつれい,"Discourtesy, impoliteness; Excuse me",uJB2yWXu1gWs9Hp1l0wn
都合,つごう,"circumstances, convenience",uK8koKeRSApZp2Zni3Ij
足りる,たりる,"suffice, to be enough",uXFSRBKwrgE7qAmSe9kq
送る,おくる,"send, dispatch",udIyc6bfeait4pMzu4Ml
暮れる,くれる,"get dark, come to an end",uhPMSI7CaFcnzydIgptp
森,もり,Forest,uiQYYra08q2OlWAMZWxU
糸,いと,Thread,usKumACmg9nLS4xUeCNv
そんなに,そんなに,So much,uvMdw7i2JimoYR0qQ4tP
もちろん,もちろん,Of course,v74QDp3VJqaYIF3NV6BW
台風,たいふう,Typhoon,vBtaZ4eIfr5hmaMpkT49
戦争,せんそう,War,vC5bSxJ8G1xAhX9J2qyA
電灯,でんとう,Electric light,vYkxiNQQmEohHzvMYOq9
パート (タイム),パート (タイム),Part-time worker,vhCNVtyorkjqcX5VborU
予約,よやく,Reservation,voCayMjoOIWcAo9GT0rG
点,てん,"Mark, score, grade, point, dot",vpqOj2XUTtJGUWVO2xAi
以下,いか,"or less, below",wILN0NB5FxRJZz6MKnw7
火事,かじ,Fire,wIckvOQkTqyJeFEn7Ays
やはり; やっぱり,やはり; やっぱり,"As I thought, after all.",wJBZPyqpH4jf2AWMUwwi
屋上,おくじょう,Rooftop,wWvlR9Xgk7OS7u0GluaA
レポート; リポート,レポート; リポート,Report,wX31cXEIor0Nd15mFlxJ
必要,ひつよう,Necessary,wY7vl2a3oCJignNFlJtx
間に合う,まにあう,be in time for,wtyu72OL9qSUI5lFe8ff
席,せき,Seat,x2gt6kYG0O907aNgwTcm
舟,ふね,boat,x6jQAompZtxxoQyxi4dn
注意,ちゅうい,"Caution, Attention",x9JimsuE2dNEW8xBw3MN
文学,ぶんがく,Literature,xHvUvtzzILBVjbzxOeo6
住所,じゅうしょ,Address,xIRdPuxGnit8ElR8mcv1
下着,したぎ,Underwear,xJhwMnPxNU8OoD4AzZGw
運転手,うんてんしゅ,Driver,xaX9zCE2xuHNsgnXflmq
気,き,"Spirit, mood",xlpE0bR3QgPCps97kkvx
割合,わりあい,"Rate, ratio, percentage",y1S5X0GVcuLPC9h1wetJ
先輩,せんぱい,Senior member,yMMR69ojcJa1bFeXrMc4
なさる,なさる,to do (honorific)ˈɒnəˌrɪfɪk,yMQRUZsWSGLQOyBHT4EG
決める,きめる,decide,yQCiX99Pu0A3CJ88HWYB
運ぶ,はこぶ,"transport, carry",yQzrOsKdUteqgegnavbT
～続ける,～つづける,Continue,yYTkk65D5Iv80lJapt6a
進む,すすむ,"Advance, proceed",ygxhRmDCsJbHScft9BPQ
引き出し,ひきだし,drawer,ynqBIIZYGchBa6hFhlbK
似る,にる,"resemble, be similar",ysyEKoADLzECiWm7gFvc
運転,うんてん,Driving,yvEUUt6x55EKuw9kofyc
乗り換える,のりかえる,transfer (trains/buses),z5gLgyQkhUpKL7njSkyi
～家,～け,Specialist,zBTzLpQG2UfikTkR6BFF
戻る,もどる,Return,zBy9QzbpdooXfqQ0xUHD
建てる,たてる,build,zIHoXDROZtEyQ6G0llJO
着物,きもの,Kimono,zN9WUD4sQHD03t3CZxvk
相談,そうだんする,consultation,zScZh4YJmXd9MH5uerV1
計画,けいかくする,"plan, project, schedule",zWu7YLkgAmVCXx1rZqWV
サラダ,サラダ,salad,zcHTqZbYcOsjVMvgE0BH
力,ちから,"Strength, Power",zdnuZGH08zLKYfZpr3v3
景色,けしき,"Scenery, landscape",zjcRNmhwWOK4Y9DHcJAv
落す,おとす,"Drop, Lose",zzGi9AiYNDAe21aeRTia
