#separator:Comma
#html:false
#guid column:4
expression,reading,meaning,guid
先程,さきほど,A little while ago,BpDd12L4ljMY0qiW3eQ1
～感,～かん,"sense, feeling, impression",Bqzg2STLPvssXf10I4EF
ぴかぴか,ぴかぴか,Sparkling,BsSHDp0RsQ9L1ZjgwKd8
水筒,すいとう,Water bottle,ByTaHPbrjYEIRyvWvYUF
深まる,ふかまる,Deepen,BypWsXmwQiZFsVvZmEZ3
展開,てんかい,"development, expansion",C0G5jZF2nZy4J7nGMVgR
ついで,ついで,"Opportunity, occasion",C2JbqM4JqX3zM6qUU5I0
人差指,ひとさしゆび,Index finger,C4BjE7xCF3553Ws0xfVK
ショップ,ショップ,Shop,C8qgUZZC5QASgiJe5aUN
こんばんは,こんばんは,Good evening,CDvsOiZueEzI248AOjz0
誓う,ちかう,"swear, vow",CHgVCQCRFeqOPlAEQsxo
派手,はで,"Showy, flashy, gaudy",CJVxlyYNo9fZYw0Ma5Yi
先々月,せんせんげつ,The month before last,CLY3mzKPHiLNTViqNVrS
跨ぐ,またぐ,"straddle, step over, cross",CObnSa5MqgPHLID4xNBq
分解,ぶんかい,"Decomposition, analysis, disassembly",CTCRRvoN6Kk5kei5mjaZ
引き止める,ひきとめる,"Keep back, prevent, hold back",CV1xn1AYWfpgTbxQzLbr
紙幣,しへい,"Paper money, notes, bills",CWGOZhN0b1PmQQLyOzM0
申請,しんせい,"Application, Request, Petition",CY4gTBtnAIafN0XJbL1P
半島,はんとう,peninsula,Ca0O5634JY3iuNKpeM7W
分かれる,わかれる,"branch off, diverge from",Cd4ULgefprezYreTpQAf
陽射,ひざし,"Sunlight, rays of the sun",Cf6V6bATeUYXIgMpCpfi
再～,さい～,re-,CmzSUVjwkEGWYRyGoVwe
塞ぐ,ふさぐ,"Stuff, close up, block (up)",CrY4G107BFeqS4kHcVtJ
推定,すいてい,"Presumption, assumption, estimation",CsTGSUC6SOlWWpeWBxXL
見上げる,みあげる,look up at,Csx9cHk31caxHjvOfybu
頼もしい,たのもしい,"reliable, promising",Cu1fTZP0PQOiwMJnwDhe
古～,ふる～,Old ~,CuAatHUT0YzGXyEVFd3Y
ごめんください,ごめんください,"Excuse me, is anyone home?",Cv2IIuaR9YDsZhGmqhU8
静まる,しずまる,"Calm down, quieten down",CvOwKXVUc5Uavxd80Zx5
欧米,おうべい,"Europe and America, the West",CwEzc47aCF7ePYU2bONQ
起床,きしょう,Wake up,CwPybL8Wkxb87k6fm3eB
直前,ちょくぜん,Just before,CwvUNiZGpPP4KIldzqv0
こくせき,こくせき,nationality,D54yP6nLkyhz8WOmoSWq
但し,ただし,"However, provided that",D8ISGHfVAc3z7fOa1hcj
人文科学,じんぶんかがく,Humanities,D8LzZfW6g97ENhHBWghu
幾～,いく～,Several ~,D8MoRJrWJQpDt2fKRWdK
モダン,モダン,modern,D9mYRx2oxsg1aOLjJQ6R
脂,あぶら,Fat,DAqypm9kAX8Wrc3S2j8F
する,する,"do, wear",DDTCINHIz74Gfvn1Bm2u
潰れる,つぶれる,"to be smashed, to go bankrupt",DGDThqgylBti4IkspVAU
きっかけ,きっかけ,"Trigger, prompt, cue",DGcAYcmNR41oz6JvVoHf
合理,ごうり,Rational,DH6gL3zErCipTw2PoLVL
方針,ほうしん,"Policy, objective, plan",DMQ9wrjbHc8WM2WW8lV0
扇子,せんす,Folding fan,DO7eBEJHAbKyv4sb3tEK
腰掛ける,こしかける,sit down,DOVEZNY9EgWGLHeZA9ow
しぼむ,しぼむ,Wither or shrivel,DPFZheRv1eHgKITaESak
にこにこ,にこにこ,"Smilingly, beamingly",DQ3tOMETgnyrMfskzAkM
ばからしい,ばからしい,absurd,DQNPKBxmTZU27YLY00mj
ビニール,ビニール,Vinyl,DSvfK7e590sIvIpk8LvV
率直,そっちょく,"Frank, candid, straightforward",DUgF80T4JYdb6ZotCwIu
～道,～どう,"Path, road",DVHJarAlUINiYZhSDjLJ
増減,ぞうげん,"Increase and decrease, fluctuation",DVRoL1oFXnC0qL3iw3UZ
名刺,めいし,Business card,DWl0XnMHePw5VT8YP7KE
思い掛けない,おもいがけない,Unexpected,DXAq8WO1NnT0Mfb6t04c
縮める,ちぢめる,"Shorten, reduce, shrink",DYfoJBycOS2AlRw9n8oC
～兆,～ちょう,trillion,DaBuqkIYny7JFzv3lBdp
外科,げか,Surgery,DcvlGfBprC48wOtjl9wO
演劇,えんげき,theatrical play,DeYTUK1odilqBTQDlTY8
例える,たとえる,"compare, liken",Df79o2KV5M6Y05nP2GRm
落第,らくだい,failure in a class,Dg6JNQQkWouRNVv1uWY4
薄暗い,うすぐらい,"dim, gloomy",Din0S60UsAom9py6VioD
感激,かんげき,"Deep emotion, impression, inspiration",DiphdYBNKOSyhAzRRrqz
寝間着,ねまき,Sleepwear,DjKpBMfj4HajbBSYHqLC
ランチ,ランチ,Lunch,Dkb5E6VD43T4PFSJOyOn
断定,だんてい,"Conclusion, decision",DkoRMSICY61PfqtPFufv
太鼓,たいこ,Drum,DlVhiWyJyNrzzrRs2Te9
こちらこそ,こちらこそ,"Likewise, the pleasure is mine.",Dp8xwBm32oOSAWQvxz6e
～下,～か,under,DsW8aeUBXmGB311kxgdN
閉会,へいかい,Closure,DubeqvDdMLmR1X2VWMwb
隙,すき,"Unguarded moment, chance",DvsbHD6UkRAYJbm5X8ul
引分け,ひきわけ,"Draw, Tie",Dwf7IuNKxiLQe3m8oKTP
苦情,くじょう,"Complaint, grievance, grumble",E16qYQgsq9hoKeNANb0q
匙,さじ,Spoon,E1OcpB8pAvX1lzOhV3nf
割と,わりと,"Relatively , comparatively",E1QjBUEUWjD8RjsjxZ1u
却って,かえって,"on the contrary, rather",E5SfpM3YRYX0jNT4HMhO
～器,～き,"Device, equipment",E8cOXbXcfW0PpMT9eqbh
～丁目,～ちょうめ,-chome,EA1BKKKQe9sSnvDLo0SQ
非～,ひ～,"non-, anti-, counter-",EA8Bdi8fb6YZx6JZoaol
感想,かんそう,"Impressions, thoughts",EEHo1MsqPfWLen5A7YUe
怪しい,あやしい,"suspicious, dubious, doubtful",EGMJqDSJZLgnsfFCifqn
～日,～じつ,"-day of the month, for -days",EHhg2bzF7dlGXOLFievW
論ずる,ろんずる,"argue, discuss",ELWczKG4eiqPeemWqOks
童話,どうわ,Fairy tale,EMKpaYNSlIBW169fSpTl
照る,てる,Shine,EN6QDRKrIMHcepe2dPCw
おはよう,おはよう,Good morning,EPh5gA2ogm7imyl9xaSJ
テンポ,テンポ,tempo,EVF6b2OUWASvhkpPgRck
用途,ようと,"Use, usefulness",EY1i5k7QB0hegxCeiaLS
複数,ふくすう,Multiple,EYchqVq2Ii6eOZPVVgaQ
言葉遣い,ことばづかい,"Speech and expression, wording",EaygtAIxc3sWNKBIOTvG
占う,うらなう,"Predict, divine",Ed5wO3glJSNSFLKGcgKd
～刊,～かん,-issue,EdeTPb9S2StgicyDGyOr
裏返す,うらがえす,"turn inside out, turn over",EfotcKbXa2vglgHjcykP
呑気,のんき,"carefree, optimistic, careless",EgCPxc3cTTaCfJgFHge7
崩す,くずす,"Destroy, make change",EhpUyimb6j8lYzChDnyl
案外,あんがい,unexpectedly,EiCkjfqxwPRG0FMPHf5z
ギャング,ギャング,Gang,Eo0blZ9SpBmeIFXuB1JC
下旬,げじゅん,Late part of the month,EqiKl0HG22aBu8sRFUSQ
定期券,ていきけん,Commuter pass,EwjT6NOSRgfQLRPA1Hg0
真っ暗,まっくら,Pitch black,ExBcNiuGWCwOlsyTCtCh
録音,ろくおん,Recording,F3Uvfxh553md1oI0c56w
煎る,いる,roast,F4pSBXwwcEPiEml0yTw9
副～,ふく～,Vice ~,F5gh8Kbmw4myQexhrJGg
湿度,しつど,Humidity,F73cYmm11XLHXSoqLLRJ
～席,～せき,-seat,F85mcyyoahxWQpkTYcA6
職人,しょくにん,Artisan or Craftsman,FAvbwB2rA0HA8BpgQJV9
スチュワーデス,スチュワーデス,Stewardess,FE79O2yjcDkh1tlvo55H
有料,ゆうりょう,Paid,FHO5rIutW8ZqmJlUK3ga
洒落,しゃれ,"Joke, pun, witticism",FHiievMFQosX4LMgOSXk
官庁,かんちょう,Government office,FI93P4gEXTvnOoQE2pk6
からかう,からかう,"tease, ridicule, mock",FIoRdZmmlrz6ERVnqi33
原理,げんり,Principle,FItIjdHSHS5poW5Ckxh4
車掌,しゃしょう,Conductor,FMQCS71UcrT9jnXp15qQ
幾分,いくぶん,Somewhat,FNRt7Ra56uu8o5Styogs
喧しい,やかましい,"Noisy, loud, clamorous, boisterous",FQ3LCUOnNkitpKj6q1FI
先端,せんたん,"tip, point",FQpOrODDmIFBAxJg7Jhm
レクリェーション,レクリェーション,Recreation,FRJd3rngADQLocFMLDCA
味わう,あじわう,"taste, savor",FSdnGU29BV4BnPCXbvT8
創作,そうさく,Creation,FYzzjAzu0PlWvexRGBpb
公正,こうせい,"Fairness, justice, impartiality",FaxnqCKn74CW9K4V6IxO
対照,たいしょう,"Contrast, antithesis, comparison",FbBMZBLzuurMBbzQTewk
足元,あしもと,At one's feet,FcpziOpGb38QRbUOIYbf
開通,かいつう,opening,FedSRbRZ4tq86pBE94xt
チップ,チップ,Tip,Fh3bhVzmySyGtXWo338B
真っ黒,まっくろ,Pitch black,FhCS2fG3Sv5lJufLiPrD
～商,～しょう,"-merchant, -dealer",FjqBu31VV9WMZ3x2n50m
活字,かつじ,movable type,FkhRdvyZyQeHE3wH3BiB
果たして,はたして,Sure enough,FnWnl5WWiOg5zp0KPZ8h
その他,そのほか,Others,FnzYdSdcJoumVsbaTLqT
くしゃみ,くしゃみ,Sneeze,FoAYaPKx89uqLDQGdYrB
名物,めいぶつ,Specialty,FqH3PdCTa1mCY3cxZ0M0
ビルディング,ビルディング,Building,FvltVowxW8EpceFV9u7h
過失,かしつ,"Negligence, error",FxppdnNh0TCEHV4nxUy9
比較的,ひかくてき,"Comparatively, relatively",FzUGpSPSYCUrnIerX9O5
工事,こうじ,Construction work,Fzv9PlNSRIzxlxZUnYlz
お出掛け,おでかけ,Outing,G0RSDnBu1MRX112hPbMp
改札,かいさつ,Ticket gate,G111IhrhjTEAqVQ9tjFc
一～,ひと～,One~,G1egsd6pytifqczBgbeZ
～頭,～とう,head,G1j4OGFFIkFzDfx20MRT
若々しい,わかわかしい,"youthful, young",G3W1c5BSnyqnw5ixB8XQ
どっと,どっと,Suddenly,G7G2TCWkWzkhKq43USqA
資料,しりょう,"Materials, Data",GAwmQhr9G33yieODvlKn
無限,むげん,Infinite,GCgxK6f3qpsWy0KKL28R
予備,よび,"Preparation, spare",GEqM9dfOLUjMpbaQbruB
諸～,しょ～,Various ~,GF2cH7POMOXKaEs7pwB8
いってまいります,いってまいります,"I am going, and will return.",GHuJ76D6DXTNuKwRiLqA
人造,じんぞう,"man-made, synthetic, artificial",GOU4VMFObtGCI48bi15D
受け持つ,うけもつ,take charge of,GQt4zcgnAXcR8941d40v
下降,かこう,"decline, descent, fall",GShh8ONKFcspc0QNeAEb
民主～,みんしゅ～,Democratic,GTvDnl1Wv7zzQ4RG2jmD
領収,りょうしゅう,Receipt,GUVlWK3NBLPysZUJ3tFG
生存,せいぞん,"Existence, being, survival",GXW8GjHZtExPVrETrvGy
朝寝坊,あさねぼう,"Oversleeping, late riser",GXbq3YpiFjz3pKF4KHXg
酸性,さんせい,Acidity,GY6oXdgwZGjI96E8hGKa
しっぽ,しっぽ,tail,GYEPdsmUqR87pOftWy0w
インキ,インキ,Ink,GdlNT3oy8ojBoRK36zvE
綱,つな,Rope,Gg7q3cz6M5GS1ctkLLd1
錆,さび,Rust,GhHnyMmqYNpTq2l9TQjm
～巻,～かん,Volume,GiKBR5CnvQYpqdR7wMM8
追い越す,おいこす,"pass, outdistance, outstrip",Gk0wcdC9AxD3SxDHhywj
着替える,きがえる,change (one's clothes),GlYWnrjyTkGBQ2x5UDCr
気配,けはい,"Indication, sign, hint",GlgpsKY1Y52S7SKZzJYV
ぶらさげる,ぶらさげる,"hang, suspend",GncNwHLnGBSJWkL2nY82
悠々,ゆうゆう,"leisurely, calm, quiet",GpA7CifrfRV1q5n09zcs
塊,かたまり,"Lump, mass, cluster",GpDPlg1KyhTNkpiazqgl
算盤,そろばん,Abacus,GpVVMsySyk1VEgdDo8QI
算数,さんすう,Arithmetic,GphaQYl2U06SBZHpUy3R
並行,へいこう,Parallel or concurrent,GsKwY92zsF36NAtlMbCs
それなら,それなら,"In that case,",Gt1W2cguKwtqKBw1q7Z4
受話器,じゅわき,receiver,GvHmn2fD5OFCuxBL9drb
憎い,にくい,"hateful, abominable, detestable",H0JEtkY1uV2pXA7wez12
動作,どうさ,"Action, movements, motions",H0ZpVYrdQ0V42eOm16DI
実物,じつぶつ,actual thing,H1KXTdDBIheHPbJua4zn
家主,やぬし,Landlord,H40pijufzaPIMYTreQnp
鑑賞,かんしょう,Appreciation,H6p1b0NvBPQnpOg1owln
イコール,イコール,Equal,H70pHqgn5KAdhRogfjhk
消毒,しょうどく,Disinfection,H7tjRygHov3jInRKNFBv
縫う,ぬう,sew,HDlbwFsbmixSOMdM83Fs
例外,れいがい,exception,HGHAUYC25pd0vCBJ0kIm
楽器,がっき,musical instrument,HLNquF749ujc7uDB8LVz
ウール,ウール,Wool,HNtuY3S375MVIxhupoaK
小便,しょうべん,piss,HPRnWDUDFKQPPHasdtbL
工芸,こうげい,Industrial arts,HQeh9LuaWo1CD2bQyrHc
承る,うけたまわる,"to hear, to be told, to know",HSjlWapFSmcsZQg7YrjC
応対,おうたい,"Reception, dealing with",HTvxNEem4lkWdqeMDU19
碁,ご,Go,HX3fXHFCERVljfSa2Q1X
摩擦,まさつ,Friction,HZ5F3JkTllndacMEeuSN
箒,ほうき,Broom,HZ6xkc4ebov43WqSLA30
項目,こうもく,Item,HbCHenFRddyPH9J2hpMe
上品,じょうひん,"refined, elegant, well-mannered",Hdc6Gss0UFofSF9KSHOt
～史,～し,History,HdqPINiIg2H0to1osNoB
×,ばつ,Cross,HdrOROizuXDptVw2cNLQ
測定,そくてい,measurement,HgPszOK06t8BAOM9cP3s
手帳,てちょう,Notebook,HgqEhIoB3FwbXXRLTxTu
～切れ,～きれ,out of ~,HhA7PN1dp5hllq95dIqI
純情,じゅんじょう,Pure heart,HhBM7qZf6rvaLqr5dm7j
薬品,やくひん,Medicinal chemicals,HiUw7deJRxWTUkMbD32t
客間,きゃくま,"Parlor, Guest room",HirFHMehc7U2MBPRuyQD
～号,～ごう,Number (for magazines/ships),HjK8aXYbFzW1MSNTJmGE
～ほう (ひかく),～ほう (ひかく),compared to,HmHHIMoNCaJdwBvm3pcX
それはいけませんね (かん),それはいけませんね (かん),"That is not good, indeed!",Hmk0VvzZO3SwNhDdjCkg
就任,しゅうにん,"Inauguration, assumption of office",HnEQaWOs6nFqrizTOBfX
気圧,きあつ,atmospheric pressure,HoT8jg9B6y8OAfQmZQ5o
まごまご,まごまご,"confused, at a loss",HobNBWA5PAnJPL6gqNyt
体制,たいせい,"System, structure, order",HpmVBiE93Va9ldaJ1Ogl
書留,かきとめ,Registered mail,HsaB0w6ZrUS7OqjfJZS9
蘇る,よみがえる,"Resurrect, revive",HuYO44t2fRTFXwqQ8ma6
船便,ふなびん,Surface mail,I3qgU1AukdcRnHPFaS57
殴る,なぐる,punch,I8AbnvmI4z6dfTCR9DK5
蓋,ふた,"Lid, cover",I8RaoavteYcgHcuEemIk
引力,いんりょく,gravity,ICuTe2dzDdoyu3Hlc3pE
水蒸気,すいじょうき,Water vapor,IDs7diqk8aVhARWvubmm
境界,きょうかい,Boundary,IGR9jwmqc4VfxuidQRR0
食塩,しょくえん,Table salt,IGoy6yFAtJVn4JWC9BTo
索引,さくいん,index,IHTaLNeN6ozsvdeAk0tG
実習,じっしゅう,Practical training,IKkhzfV0xFEBzRNNHOK7
中旬,ちゅうじゅん,middle of the month,ILA4Wb9EVCD3SMVDVKPY
接する,せっする,attend to; associate with,ILGuI3XD6u7iioUiVelE
すっきり,すっきり,"Neat, clear, shapely",IM6iM0582hXSIWfqEur4
郡,ぐん,District,IRAittSlffEjz6ufyKzM
体系,たいけい,System,IRTNn3OMr1ZTQiXOgYvF
迷信,めいしん,Superstition,ITX6AhdGIPcvAFpFhhDn
割引,わりびき,Discount,IVvNyo9dYltsYZ4NCGpA
謙虚,けんきょ,"modesty, humble",IYQfTOlaBZ0g1H1Vc7OF
制作,せいさく,Production,IZDEaSonNjYCKMa3ZhYw
瓦,かわら,Roof tile,IZsvKvi98HlzwwO6BG4P
炒る,いる,"Parch, roast",IccaWjzY6RM79KnQH5xm
煮る,にる,"boil, cook",Icho7YMIukV6tUuZ8jBg
日陰,ひかげ,Shade,Ief1g1DXEv45O4QtOhMn
枯れる,かれる,"wither, die",If35KbxhIgdBVx4P87h5
当てはまる,あてはまる,be applicable,IgRONpQFAiJuVHYVf2tP
心当たり,こころあたり,some knowledge of,IkmdVBRpB0tRpgbActeS
険しい,けわしい,"steep, rugged; severe",ImN350QLSZs9TwVAjI9u
分量,ぶんりょう,"Amount, quantity",IqIZa1rQBwY5CGFRlMjL
マスク,マスク,Mask,IvxRZnqtxIPBfaepVuzJ
外れる,はずれる,"Disconnect, come off",Ix7a9KS4Ru61ghGjLxsy
次ぐ,つぐ,Follow next to,IxViEgoM1Qz4meN6Ic9q
観測,かんそく,Observation,IxYGXiPDQf1Nn3TVfMQO
冷やす,ひやす,"Cool, refrigerate",IzThs1DMHRvqLIwWFsVb
青少年,せいしょうねん,"Youth, adolescent",J3ohFDuhC0OU7RRYYW4z
規律,きりつ,Discipline,J56nMB9i0f5bY5ocixFa
包装,ほうそう,"packing, wrapping",J5HcpwKy8WAK1gEjZszw
惜しい,おしい,"Regrettable, disappointing",J5MGHVPDLRVxWkr6g6ti
献立,こんだて,Menu,J63vPNFp5n9jqLNfnsTt
～もち,～もち,holder,JDJMgCXb9NIvcEt3urF5
小数,しょうすう,decimal,JDc4oTiMBmArLlB7ibNp
いってきます,いってきます,"I'm going, see you later!",JIkEV7OsdIhMvM5gTQSu
尖る,とがる,"Taper to a point, become sharp",JJabwJwl6KjDYiUHbYN1
素人,しろうと,"layman, amateur, novice",JS9eIXxovvbofUWlVdYi
カラー,カラー,Collar / Color,JTeh2gMSJSwtH69MuvuQ
～位,～い,-th place,JYbsby8RitzbycnL749p
～行,～ぎょう,"Line, row",Ja0AgsfmacImCl5WguzN
特色,とくしょく,"characteristic, feature",JeorImXh8vSx2ZuGVBRI
まく,まく,"wind, coil, roll",Jeutfwo0U2VNdWFndP6l
そそっかしい,そそっかしい,"Careless, thoughtless",JjDb5WrfzjC2RnzhrNKD
斜め,ななめ,"diagonal, oblique",Jkfpk0kOH9VOK70Vysun
祝日,しゅくじつ,National holiday,JmzZF4hm0bYpZoXLolhg
おやつ,おやつ,Snack,JpBkuTaG2TGQcQvp2gMX
攻める,せめる,"Attack, assault",JsiugIhzXIz5xhctZuMc
上級,じょうきゅう,"Advanced level, high grade, senior",JwFxHkMgTh62YUr5i7bD
大小,だいしょう,Size,JxFavwYf3TlJG745an8u
まあまあ,まあまあ,"So-so, decent, okay",Jzrt5N4BhSgGq8ULdAmh
標本,ひょうほん,specimen,K1fL7ZiHjYeyCgI00Yya
留まる,とどまる,"Stay, remain",K33acgTdpzq8sszv0QJI
ともかく,ともかく,"anyhow, at any rate, anyway",K3AjqPTcDC5u4w2cWaxT
児童,じどう,"Children, juvenile",K5SVHqOcSlXX4y9sb7m9
故郷,ふるさと,Hometown,K8UrgYEOGEI68yuXNUwX
重たい,おもたい,"Heavy, massive, serious",KA5ALUAtfg5GeEom7mq4
よごす,よごす,"disgrace, dishonour, pollute, contaminate, soil, make dirty, stain",KBN52iHiHzZ4gJPXhP0N
お気の毒に,おきのどくに,I'm sorry to hear that.,KEBmU11FKN6Hu9g4FTx4
転がる,ころがる,"roll, tumble",KFwsv0aJF5yLdV3y68d8
適確,てきかく,"Precise, accurate",KJmYp2QhIC0z9v5XWMGw
屋外,おくがい,Outdoors,KMgKZu0dsbHO0dNz2S77
特殊,とくしゅ,"Special, unique",KOBoSkSAuCTYgg4vj0ke
見舞う,みまう,visit the sick,KP4ERqcZcDkt0OTw5YQq
萎む,しぼむ,"wither, wilt",KPcZiJ8jCBzXKFMy5cIe
開会,かいかい,Opening of a meeting,KS0dlHT5UicURXMvY4AN
～済,～ずみ,Completed,KVxGGTanksXFD0ahIpsw
捕える,とらえる,"seize, capture, arrest",KVxMrj8pD7Bsx0lvOI4A
ええと,ええと,"Let me see, well, er...",KWiN0P5WsEv0W53mfiuE
終点,しゅうてん,"Terminus, last stop",KhLUs5qRLCXsxrThQXNw
送り仮名,おくりがな,Okurigana,KnZYrpn5KpFZrJKPJMdM
井戸,いど,Well,KnvqCT3awhIQGVAPxn25
売店,ばいてん,"Shop, stand",KqITUu3MOW4SlFBxZ2AV
課税,かぜい,Taxation,KrScD4T1w0FV77hvGRvm
打合せ,うちあわせ,"Meeting, consultation",Kx6hySl6GrV8DzMWQz0z
組み立てる,くみたてる,"Assemble, set up, construct",L0GLM8zbv0wTRpifnoUA
瀬戸物,せともの,"Earthenware, crockery, china",L1J2UUJJe5TRjgCBLPbq
兼ねる,かねる,serve simultaneously two or more functions,L1ru1p9E1N96ZXi9Cl7H
遊園地,ゆうえんち,Amusement park,L2jmC6TC1dhzfBhrWqUT
車庫,しゃこ,Garage,LABFXO6wh9vcbBzHHKjz
集金,しゅうきん,Collection of money,LCQR7NpITkoK64sVryO2
粒,つぶ,Grain,LGe7eBc8Q1dU6v13j662
くっつく,くっつく,"Adhere to, keep close to",LGj6l2PpVP73nD5LiK25
～団,～だん,"-group, -corps, -party",LGw4ei8PCpEm2maBrstT
電流,でんりゅう,Electric current,LIrsC2i099X7DyIhTW7P
赤道,せきどう,Equator,LKaHDET2ZTsjyUChQite
逸れる,それる,stray from the subject,LKkoFjWYz6aKaFxiOTXy
飛び込む,とびこむ,"Jump in, leap in, plunge into",LLJvXcJexbDHWVgaJsQf
楕円,だえん,ellipse,LM18K9x5wa1qNl3LqSlh
ふわふわ,ふわふわ,Fluffy,LSaw8GNvIEwP1B7l8lHB
粗い,あらい,"coarse, rough",LSslodtdmg29QiXi2zDN
出入口,でいりぐち,Entrance and exit,LTRkJbg4JMqo9pTu0j61
～艘,～そう,ships,La06MsRgjF2EoghE5nlJ
宛名,あてな,Recipient address,Lf1jfVt5TTQpNe1RgYUx
全力,ぜんりょく,Full Power,LgWsbc3vz83Os4USR28k
～所,～しょ,Place,LiPCLqrNei7uuuMKhI1Z
厚かましい,あつかましい,"impudent, shameless",LjUGeZElaF2uyICA9OUJ
捜す,さがす,"Search, seek, look for",LnfEBDfTq9WAuPNuhm0f
～畳,～じょう,tatami mats,Lob9ZpyMhmtsORAwCkSD
売買,ばいばい,"Trading, buying and selling",LsUONoYT6eLsDoKSpqh2
終了,しゅうりょう,"End, Close, Termination",LvI7s1CqsYgVdUvMeIOH
秤,はかり,Scale,LxcQmV5NOXl4BMklyHzp
傑作,けっさく,Masterpiece,LxwNCplmVQ8YSlxiJY8g
照らす,てらす,Illuminate,M10d3mNukjZUGTsU7aZm
系統,けいとう,"system, genealogy",M5nzhHbflNgKPXbZIeIU
初歩,しょほ,Rudiments,M7Xu6Q4UySaiTsd4OusT
高等学校,こうとうがっこう,Senior high school,M7lVdreikJz28M3x8bKb
レンズ,レンズ,lens,MAYEIELWXzjLj901TvZj
追加,ついか,"Addition, Supplement, Appendix",MB8Xvzsl5YgUt4gQMVw8
パターン,パターン,Pattern,MCJR60gsIrex6YsLWR9J
時速,じそく,Speed per hour,ME06J1l9XTBYltFOuOq6
貸間,かしま,Room to let,MEROKWK0p8jLlPXny050
出勤,しゅっきん,"Going to work, At work",MEvkPpOR7SkXGsnUrzx1
ブローチ,ブローチ,brooch,MFO50zeWZBSoyWCFXopC
詰まる,つまる,"to be blockedblɒkt/, to be packedpækt/",MFr1o1ttIQM5gtMegsK3
広げる,ひろげる,"spread, extend, expand, enlarge",MHHKOyXm0P41Sll1qI7O
下町,したまち,"Downtown, old parts of town",MJNrefVhwBCXif1RSrJI
海洋,かいよう,ocean,MKvwr3xQwLHizawscmue
作製,さくせい,"Manufacture, production",MLrVI0VXf05D9MxSRFwR
小父さん,おじさん,"Gentleman, uncle",MRccgfYgXuYfz9SX0eTJ
滝,たき,Waterfall,MUoULcdZrOkbpa4iEPCr
リットル,リットル,liter,MWNRObAQzT7rvRaLM24f
続々,ぞくぞく,"successively, one after another",MaEDxdcewabAeJNyDXEA
東洋,とうよう,Orient,Mc9BJO3piRg9eqa7wHQI
問い合わせ,といあわせ,Inquiry,MdDHoDbjwsZqtE5IQTsw
個体,こたい,Individual,MfYfwut1d7SUlZkxrwmW
名字,みょうじ,"Surname, Family name",MkPkHjgj55kLRC0AzNmO
政党,せいとう,Political party,MnV1H5BZ3XMmNUvmEZn6
斬る,きる,"Behead, murder",MsQ8ej5KsBO45dDR9RvZ
日帰り,ひがえり,Day trip,Mv5QDQyK0bYcB7PBdHnQ
高等,こうとう,"High class, high grade",Mv5vgY9TumLZhrKtTqFW
目指す,めざす,aim at,MvoBzZwM15e6WHyW4nNv
連合,れんごう,Union or Alliance,MxM731S5NEnKyyYYBnCn
扇ぐ,あおぐ,"Fan, flap",MyHbTDDVWcFiJmYqNrfh
真っ白,まっしろ,Pure white,Mylgqv7CrmDw1KTDyTXI
蒸し暑い,むしあつい,"Humid, sultry",MzQFzrl6thHZ0283HyEb
じゅうたん (カーペット),じゅうたん (カーペット),Carpet,MzcR8k87pGSTGiYovGJ3
浮ぶ,うかぶ,"float, rise to surface, come to mind",N5rSxtxJf2zuro3XGwzA
初級,しょきゅう,Elementary level,N7fh4januujC4ou0de4P
登場,とうじょう,Entrance,N7mAgV0Sx8YeRguKYJdZ
海水浴,かいすいよく,Seawater bathing,NALL7aDQGcU3wlibR7FO
満員,まんいん,"Full house, no vacancy, sold out",NAlaCv5fqSGHP8qft7Ie
受取,うけとり,Receipt,NB6zx2rDzakCT431hTy5
乾燥,かんそう,"Dry, Arid, Dehydrated",NBmumUt7moJXyW6KJ406
くれぐれも,くれぐれも,"repeatedly, sincerely, earnestly",ND4FPNJR6SjmS5cMrBjV
ぎっしり,ぎっしり,"packed, tightly",NHQ4TfPQQxuZNnt77nqC
短編,たんぺん,Short story,NINAyE5uNNrFcEF1449w
まざる,まざる,"to be mixed, to be blended with, to associate with",NK0Aq1WHMD9XbKoujS2Y
おかけください,おかけください,Please sit down.,NLQAj9jEa3oTUKY9pfSC
中途,ちゅうと,"Halfway, mid-way",NRzBz4CBBzevoPxmSgtT
回答,かいとう,Answer / Reply,NTcJ7G1ZmKZjt5ZU1ci2
漁師,りょうし,Fisherman,NU7Nr5PNej4EP96Iq9LF
評論,ひょうろん,"Criticism, critique",NULj5oj7xXykpryHLjI2
揉む,もむ,"rub, crumple, wrinkle",NVBlEhyYKBQ7UOi63eEe
通勤,つうきん,Commuting to work,NXwx2TgPml9LhJsDWBhT
くるむ,くるむ,wrap up,NYrtdSjQoPhK1zuAIBDd
述語,じゅつご,predicate,NeuaXWfqEK3YUiXq2UJp
日時,にちじ,Date and time,NgHtYcL3EuKE4pzPHj1T
仲良し,なかよし,"Close friend, bosom buddy",NhnaJG84D2xN87LaLARV
信ずる,しんずる,Believe,NkIeh970uHN8xHg7XdIC
名所,めいしょ,Famous place,NkXnLN2ZBjA4M5qum590
無数,むすう,Countless number,NlpTv1rZZ2XG2coW1ViA
めまい,めまい,"Dizziness, giddiness",Nm5zK0Eok1fIRAEj7ZmA
見掛け,みかけ,outward appearance,NmkVkZRF02ayAU0zldYK
モーター,モーター,Motor,NnHq9EsGADlsvkyATX7c
有難い,ありがたい,"Grateful, thankful, appreciated",NorUSlB4LrZXbXiv5kOA
