#separator:Comma
#html:false
#guid column:4
expression,reading,meaning,guid
問題,もんだい,Problem,bhMqbcSf5qBn4vKezNK3
明るい,あかるい,"Bright, cheerful",biP0dBrAFKu1S7QdvNT7
おととし,おととし,the year before last,boMgeJx7u16a8cqMP2nm
歌う,うたう,Sing,bpwST9OFkzW1lTBt7c9g
今,いま,Now,buQw92QOdr5zEQj9jnmI
それ,それ,That one,bwbYtMtzR4Pc7lPEC1Qu
下さい,ください,Please,bx1KKRZdvXY81D2Y5e5j
土曜日,どようび,Saturday,c1Yqug8nTJFYfvCvL6Zq
登る,のぼる,climb,c8DTsesX6TRSboTM8GJV
塩,しお,Salt,cBnpwu4sZGg9aLPJwPJt
引く,ひく,"Pull, draw; subtract",cCMKWMc2nhavEv4THHZ8
川; 河,かわ,River,cIWdWr5WoZ8fDfM67vaa
マッチ,マッチ,match,cLC3bGUT9G490pDqr65V
水曜日,すいようび,Wednesday,cT310q9QpEQeEiMk1AHe
ノート,ノート,Notebook,cTJy5j8oL6J3K24oReFM
九つ,ここのつ,Nine things,cUPabBbzQBG3FoBaNoIu
鼻,はな,Nose,cW5f0JiickNYOCFYCvsr
～屋,～や,~shop,ckU8e4FlQmJlJIpPQhQT
黒い,くろい,black,cuG4ftCgt8mHy38OIaUI
はく,はく,put on,czHrZTflnkLWO51dFx2i
かばん,かばん,bag,d2yo7l3cBXi7sg2329oK
～人,～にん,-person,dZrWvxOFZ2SKqZiAcM5P
～番,～ばん,"-th (or -st, -nd, -rd)",ddIALPn5aJNhfm5cLCgh
仕事,しごと,"Work, job, occupation, employment",dk2z0JCZUUX82LVtpavx
警官,けいかん,police officer,dqVHSgLSfgEYSN6tjTzn
十,(〜を) とお,Ten,dqbiMt4DvzMtRYISNpFS
～個,～こ,"piece, item",dsnK3tbPebUIyP12iGP7
ストーブ,ストーブ,Heater,dzaod6c0CQxPNYArS5Ax
甘い,あまい,"sweet, generous",e28bEgiJjbWXEY6y1YU2
雑誌,ざっし,Magazine,e4WcaxooXag4GvqOa2vw
一月,ひとつき,One month,e9XUVsjlvPdXR683VlbR
五日,いつか,five days,eKW7mhPP3YDezZ6LZVzY
猫,ねこ,Cat,einGvafJVasPM5H9HKln
行く,いく; ゆく,go,ejANdzd4lDVvxK2ZyhXW
夕方,ゆうがた,evening,ejYgWu8h9Md8qReqYxnn
～たち,～たち,-s or -es,etiQhtSg2PTqER0QF5BE
スカート,スカート,skirt,evQ16abcK3TISSa5Oo6l
悪い,わるい,"Bad, sinful; inferior",f0aF7shne2byBPOcfjDd
止まる,とまる,Stop,f0gcawO6Rc3rEJhj8hkj
りっぱ,りっぱ,"splendid, fine",f2FmSUJAjnWhbgjfO76j
図書館,としょかん,Library,fH9bCLz3OaVJ7DqLxx5Y
習う,ならう,Learn,fLM5TY1LV6ewoFpI1WMv
ゆっくりと,ゆっくりと,Slowly and at ease,fRBlGQFk19IoiCREsces
コート,コート,"Coat, Court",fU3RFQFkputPqoHOLixO
早い,はやい,early,fWdd2f6nCrcPOtSFBVCa
キロ; キロメートル,キロ; キロメートル,Kilometer,fWuI9uOYuD7d11Jzmi0q
持つ,もつ,"Hold, carry; possess",fcWVq0hcT0HuSexUf4Aq
～週間,～しゅうかん,~/~ weeks,feISnVsfJYC7FSu232e4
買う,かう,Buy,feoDBa5YKuQ5dmjRV3g8
作る,つくる,"Make, create",fi4PFoL5DHp2WB28NbFa
レストラン,レストラン,Restaurant,fuNFxIZSk68c6rKeM61o
食堂,しょくどう,"Cafeteria, dining hall",gEgLSXXO2kxvvpXpg7oR
楽しい,たのしい,"enjoyable, fun",gGGQQgqg6agjMPBnfmcy
町,まち,"town, city",gKPVE1aiqxmsCLGEZ7Wh
財布,さいふ,wallet,gPJdBb6JjErcXUiXIFfi
木,き,"Tree, Wood, Timber",gWVF2Qq0S8PjOvnMxXeD
住む,すむ,"reside, live",gaw10f72Sk6QpFZfIfT2
ここ,ここ,here,gin8FtOsWZQdzUw7yK5s
～前,～ぜん,in front of ~,glVd1UA1ysGIJDFopSRO
シャワー,シャワー,Shower,gpGl9dqEnvPOt9UBK9Tn
来週,らいしゅう,next week,h9oMWFiUMBbcCM3xXHVy
有る,ある,"to be, to have",hA5fBcHAKdkxW4MnuIL9
授業,じゅぎょう,Class,hCFqrjIJfZIEn8aotQKx
半,はん,Half,hDy5Pmurl0S5F0vPqq93
二,に,Two,hPTmMmWiEqF1kPNBXO4F
食べる,たべる,Eat,hPrdngvYraayc5E4yQjv
晩,ばん,Evening,hTPnRfHd3IzektGHb7gc
～階,～かい,-th floor,hU5TB0x2ne0GrUvb4h3O
四つ,よっつ,Four things,hUAKLEoAePFgsWZWreiu
～分,～ふん,~ minutes,hg8rc2h7NfPbDKDkfKDp
暖かい,あたたかい,warm,hgtBT2yAXau4iP0ja3i8
起きる,おきる,get up / happen,hmCwPmuWucOY09r1PuPD
飲む,のむ,Drink,hu4RLywDmWEG980uj62v
黄色,きいろ,yellow,i39ww1f9fhU8MKT6Lan5
曇る,くもる,"become cloudy, become dim",i9jNBjexNcJ3BosU8T7Q
八日,ようか,eighth day,iMVOBXK5oKtsylddHzQE
先月,せんげつ,Last month,iMZpAMqD2PPC3PDc2AO6
お酒,おさけ,Alcohol,iOq9xcXtM7ZtLX1w0cdJ
沢山,たくさん,Many or much,iZ7nt1KX36Zq2WEZ9gJb
零,れい,Zero,iaRKV1d2d9TfZuLpZ8GI
魚,うお,fish,iau4nFaSGjyyJl9AoGmv
ええ,ええ,Yes,ib3XavguxkSVEgWFpo6l
貼る,はる,"Paste, affix, or post",icY7aEwDBV7ZR8GyqEWd
～冊,～さつ,Volume,j0MPWdctXEUoHOjdoLyI
色,いろ,Color,j7cMAvctEyNkQDgEJSdS
勉強,べんきょう (する),Study,jAe6derFuClmJpKlypwu
新しい,あたらしい,New,jEFy0UgjLAx5mGzJmxWp
始まる,はじまる,begin,jQdSehLNwkJ1AFjXq9Pk
兄弟,きょうだい,Siblings,jVLuuUNNTQirxTxdCeCp
少ない,すくない,few,jXrwA8LsKl34Te5A02e5
いい; よい,いい; よい,Good,jY5k5EHPBErcxp77ptyR
～など,～など,etc.ɛtˈsɛtərə,jkQGhv3OVWbkOxAgAqaE
大使館,たいしかん,Embassy,jm3QHouAfWZ9se8d6ezF
あっち,あっち,Over there,joLBkDj5RTSWMkq3XYC5
その,その,That,jpZ3ngVGupLJBe9MT9l9
お父さん,おとうさん,Father,jzJX9GvLkThF3WEsRyvE
家族,かぞく,Family,k7kp0354PK7q1BFFcDfV
鶏肉,とりにく,Chicken meat,k8GSoTg1iexMhvv87F89
ネクタイ,ネクタイ,necktie,kAlDl4lkNWJUkscwqEGE
グラム,グラム,Gram,kCVqjahgVFLMnQsGAv3C
卵,たまご,Egg,kJ3XhILMVEichXWrPltD
昼,ひる,"noon, daytime",kJrpNSm1VT0wPJim0Qa7
バス,バス,Bus,kLwrBarXdol2s66EJ2i2
電気,でんき,"electricity, electric light",kUk1GGqPKoc4xLsAtHsh
ない,ない,"not exist, do not have",kV2Ga91SADFFt8coL2ce
店,みせ,"Store, shop",kW5SjtkLRP2AvvcKiHk9
公園,こうえん,Park,kekIoLx7q9vAUnknDjvt
上げる,あげる,Raise,kf5iTM5yZchwbAHpiPvt
洋服,ようふく,Western-style clothes,khSllArKTuEiT5fJSwa2
火曜日,かようび,Tuesday,lBYNBr22F9U8WRRFD3Dg
静か,しずか,"quiet, calm",lBcthrodDfJSEtEar4uW
九日,ここのか,"nine days, ninth day",lCFpzwEDuOohjsWAFzjJ
お母さん,おかあさん,Mother,lJGB5K3AnZ1ELFScBoG6
買い物,かいもの,Shopping,lJr2adu2AuFvX9nnWfH2
パン,パン,Bread,lJw5uxpNgoHRxKTvSBzU
雪,ゆき,Snow,lUCt80tiQ5A3uFrgggHy
母,はは,Mother,lUmkwpb3kjE7LAAHf6GJ
そば,そば,"near, close, beside; buckwheat noodle",lapVSdBNgtFj6yxZ34UA
つける,つける,turn on; take,lavWlOsmgHx8DXLmw0EU
大変,たいへん,"very, difficult, hard",lbVMFrmdRV7Qp729KhFG
天気,てんき,Weather,leTss5212JHPpdy3Ki7S
パーティー,パーティー,Party,lhVcaB3t5A3vLvjoYhcf
にぎやか,にぎやか,"bustling, busy",llIKAWYBShLIvTIT0iwW
危ない,あぶない,"dangerous, critical",llySUfseMT1nCqgPS5HM
まずい,まずい,"terrible, unappetizing, unpleasant",lsyVWu2xvT1YfMgLcY1y
奥さん,おくさん,Wife,lvlGBehWUALOrsISfrRf
駅,えき,Station,lw4v7u3j2BW37698Ny6I
お金,おかね,Money,lyavDiSfmJnZW7Au2V6f
～ころ; ～ごろ,～ころ; ～ごろ,"about, toward, approximately",m3fzbNJlgs7FrxlVdqiA
白い,しろい,White,m84rkpRT39z1sDXsp4yJ
いくら,いくら,How much,mJbatQwaEcnjj4lm0aYj
カレンダー,カレンダー,calendar,mLg3t46IyAc5XGy8mK6P
万年筆,まんねんひつ,fountain pen,mOMeqywbftETOdHU31ZP
戸,と,Japanese style door,mQff1OrHtWGvfIc8qLqp
先生,せんせい,"teacher, professor; master; doctor",mblt909kUPfT9bspsrML
どうして,どうして,Why,me4EBUmF3Jl5jMaundbk
閉まる,しまる,Close,mg6XluFPCptl3kPyENl7
一,いち,one,mmyUaNVOk4JbZuSAoGVG
返す,かえす,Return,moclhB1LdRnDj3YPRXoz
月曜日,げつようび,Monday,msSMVCXOcaCbfbYIr3Vk
入れる,いれる,put in,muN6f0W0mO1VYfrVe3Ks
難しい,むずかしい,Difficult,n7QxJ1ZWCU6THTB02Omo
橋,はし,bridge,n8YcN5C5PVLC0TxLjNjd
赤,あか,Red,nAQQj554PoDruBlMeKJq
交差点,こうさてん,Intersection,nBTaSu3fX89mLHXuzsmm
お茶,おちゃ,Tea,nIGp40f5obzUkBVql0F7
黄色い,きいろい,yellow,nIMPgUY6RiSIHSnNbcBG
休む,やすむ,"Rest, take a break, take time off",nJYrQL6OUCkamrnrJjnx
ボタン,ボタン,Button,nKGv6qFYGGcXxOPAmMzE
靴,くつ,Shoes,nPdnxfMCJOGDNCNIcFZx
在る,ある,"to be, to have",nY2g5qLLEnTUlNgZBUVl
どなた,どなた,Who,nbWLOQxL4Mjs7MxNH6I1
たばこ,たばこ,"Tobacco, cigarettes",ndUX7HPPHnKbcfl9PzXP
風邪,かぜ,Cold,nkRZmVXNHmN5B9pMN8jG
所,ところ,Place,nxxWafDfbWwwmkV8MHLn
毎晩,まいばん,Every night,nztdG0wXtUpWaw3j853a
御飯,ごはん,Cooked rice; meal,oI28ndV3LvgysYQvIfQq
足; 脚,あし,Foot; leg,oIJ5z503m0zj8mOz75DA
テレビ,テレビ,television or TV,oLytBFWQ822TfEcSj5gR
有名,ゆうめい,famous,oS9ker9hiPK5Arb3PIp9
コーヒー,コーヒー,coffee,oYh4ikNo1x3MZ4xCrVCb
来月,らいげつ,next month,ocaTgXsmHV0msCSSmsqB
涼しい,すずしい,"Cool, refreshing",ogybNnVxIezULb3riabF
たて,たて,"Length, height",ohKP7XOPxBgDKBXrXHHH
言う,いう,Say,okmj4wxSmhH18a3nsDyK
細い,ほそい,"thin, slender, fine",oueUIKTKXODeqbhEoAwM
会社,かいしゃ,Company,oyOhCVLMZQZe242N3oSu
勤める,つとめる,work (for),p1WijzaH9UvdN2OAFkIk
六,ろく,Six,p9g9ksYNaTZf3FpNXgXU
眼鏡,めがね,Glasses,pAm7CE7KhBNOH65bPvmB
何～,なん～,What sort of,pKNwZ3L4A7H1zwv5C2Oa
やる,やる,Do; give,pM9U7fCrpf5BCTGw2yV2
遅い,おそい,slow; late,pQfe2wlNmoGn5dDkufrM
今月,こんげつ,This month,pSMagyGsfjijeePy0EzG
犬,いぬ,Dog,pTlzf6nXeIcxLSbFdkBx
鉛筆,えんぴつ,Pencil,pkjxgUKAW0SzWmUebFdv
聞く,きく,"hear, listen, ask",pz71Z92IGXFuZHfmE7x5
来る,きたる,Come,q88TNjfDFbHhnjIETus2
口,くち,"Mouth, opening",qBxKrQBKyAaCo3jdri80
いくつ,いくつ,"How many, how old",qCCeLh4idsaIQeauHY54
よく,よく,"often, well",qHhu9HQIvWWxjqtRJhxh
本棚,ほんだな,Bookshelf,qW8Q3FHVdUbtofJkoMEP
封筒,ふうとう,envelope,qWVrDar9bYUtJeCs0NqP
座る,すわる,Sit,qYWMtS6dFBHlvzxR1cf3
車,くるま,car,qeDfx5dKlfkNungJJ5z0
切符,きっぷ,Ticket,qeMn3Moz3W1Fsx6XXxKz
時間,じかん,time,qh15zM0SLvMXbBvEptZO
古い,ふるい,"old, aged, ancient",qnyVP0buIwq4U8jLQBVg
牛肉,ぎゅうにく,Beef,r2IH2Ptj7ZQSm9elfR6m
写真,しゃしん,Photograph,r5ibDEKD9Alj1M3fyEua
余り,あまり,"not very, surplus",r9Qmx2OSlMDc7nWKxzVE
八つ,やっつ,Eight things,rF7kYxgX9Tehd5ZFcm6K
小さい,ちいさい,"Small, little",rIwFKAloGsh3P4WKQl0x
一日,ついたち,One day,rLnxCooG87zJ2gTXv3hj
～か月,～かげつ,-month duration,rOMVq1vMbIbN7c8QTLMs
上着,うわぎ,"Coat, jacket",rP1s6sIInrBY9cjdhsqx
違う,ちがう,"Different, wrong",rPWAeWFWFEdk2fCrYefR
百,ひゃく,hundred,rXAFgfAy5gzjdMv8BgzW
知る,しる,"Know, Understand",ra8sJQyg0duAoVcUJF6z
忘れる,わすれる,forget,rihUK76PkjUg4A75ISo7
七日,なのか,Seven days,rnjnKNealbMZDzCTGuDA
もしもし,もしもし,"Hello,",rpek43dxYN9Irofd6onN
辺,へん,"Vicinity, area",rvwh9rvCODE2hKv8T6ky
消える,きえる,"vanish, disappear",ryNWAYJlGJR0eTQccT7Z
お風呂,おふろ,Bath,rzKl3eJlutpkxmyJOea1
磨く,みがく,"brush, polish",s1FuscupvQ4MImnlHL4a
疲れる,つかれる,get tired,s1nfbifo8CrKN1jT7Y7w
どこ,どこ,where,s9mMuVp6Qjc87U68qRhT
明日,あす,tomorrow,sD4wItmpKB5mTtyHD1TV
～くらい; ぐらい,～くらい; ぐらい,about,sEUNYWiZ0FldcQja99TP
二つ,ふたつ,Two things,sWHI2DWTZ4WRJdbSYNHk
カップ,カップ,Cup,sf36rXt8vSWf1dbBG0pY
五,ご,Five,sjpJXPBA1j6AwlOkPonV
今朝,けさ,This morning,svJVYn7nlY8GmsLzG3kk
下手,へた,"unskillful, poor",t0EwqL3LA7cR0vYLM75K
一つ,ひとつ,One thing,t1c39wbzMbkMhBHbDvag
曇り,くもり,Cloudy,tPbd8TpvksElQlRde0jl
テープ,テープ,Tape,tPzoDvC8PhLIcPttQmYJ
玄関,げんかん,Entrance,tTPiJtO4d7rDluTPI2CG
傘,かさ,"Umbrella, parasol",tbgZvmszZpx7ep9VDHji
後ろ,うしろ,"behind, back, rear",tcpV0AsxKjRPLE2QNkkh
終る,おわる,"finish, close",tqahnZpat5mMvVQpFzEi
大学,だいがく,University or college,tvsAsCCkZOD0Zs91b6An
生まれる,うまれる,to be born,u0FhnJgxwAR5nuawElVL
今晩,こんばん,Tonight,uB4jYeyvjeIMdkgAnKej
石鹸,せっけん,Soap,uD6M60LKSqlL2jAQBFxh
初め; 始め,はじめ,"Beginning, start",uMfKP5YgrurCqd5jaRaZ
でも,でも,"But, however",uN4DWUWUFESNgOLXEapu
おばあさん,おばあさん,"Grandmother, elderly woman",uN5n0Lj26vyeFHhLOyJw
多分,たぶん,"Perhaps, probably, maybe",uWOMzEkVSnkG2HnOVvRK
灰皿,はいざら,Ashtray,ugVxoI2dh3jNyjoAwLH7
椅子,いす,Chair,uj4MlLYv1zRWBFDJ5Oem
八百屋,やおや,greengrocer,uk6MRP6YDbOZA1WW1HjM
昨日,きのう,Yesterday,ukmF3v6SikFbQ6aOfm6q
歩く,あるく,walk,ulDvQoPhcMZNp7mtzrv1
雨,あめ,rain,up4lUqdazCK9OvmXcNw9
飲み物,のみもの,"Drink, beverage",uuBwJN9jFgH8I3FKpr4H
軽い,かるい,"Light, minor",uvexAVZPKxqHpcfCO5of
昨夜,ゆうべ,Last night,uyID5zESaDZEx3PXubzQ
見る,みる,"see, look",v1qpGODjIbHjVUggMMgt
便利,べんり,"convenient, handy",vBHDxhsqqOb6fz6Bpt3b
立つ,たつ,Stand up,vEBgrqxclXGIjIn2hV3w
嫌,いや,"Disagreeable, detestable, unpleasant",vL7ZF6aUTeLFZbsfhRqY
三,さん,Three,vblZN7ZXqovH28eBYhCQ
砂糖,さとう,sugar,vhKHJjMLbPbrhEHDC3nF
出す,だす,take out; hand in,vjF3MnYeZous0ni7u7aE
部屋,へや,room,vmItGflEprxo5eIja59Z
醤油,しょうゆ,Soy sauce,vrorbuzModj5fTLbzCdQ
二人,ふたり,Two people,vwEYPMjQCtifFQN7iHDA
なる,なる,become,vwMgDN3CWJpnGdfSK6bi
頭,かしら,Head,vzwtDmdT6hxEY2dmEv95
テスト,テスト,Test,w6YFpl731SxLFQrggLUR
中,ちゅう,"Inside, Middle, Among",w9YDpOOE1a5a64qMRAxv
休み,やすみ,"Holiday, day off, absence",wJLzudNvgDp8DElUWIFe
どうぞ,どうぞ,"Please, kindly, by all means",wNLV5oqtIscoSVRYBUFQ
外国人,がいこくじん,foreigner,wNrYTXxWcsSpL3p3M2ep
空,から,Sky,wUw4OlSwpkUcHoA1Dotz
九,く,Nine,wVlh6HhLiOVgcBmIFomS
鳥,とり,Chicken,wX92Mv2DzpgU73yPIap9
十日,とおか,ten days,wYedoTz9l8RNPw0Qu0nJ
人,ひと,person,wcsB0naL5sWQ6Iqc7Zaf
かかる,かかる,take,wdAHIj2PpvjsfqXFLwRF
大勢,おおぜい,Great number of people,wffJqI4LcDJ4EHVRdARh
二日,ふつか,Two days,wkquR81HCucdjolQ4sBO
晩御飯,ばんごはん,"Dinner, evening meal",wsWSmqlbTFcCfiYEZNRV
弟,おとうと,younger brother,wsnGCqkwgJwNzh5bmPdC
三日,みっか,"Three days, third day of the month",x00WqRKDnsvbbbGWqSQp
肉,にく,Meat,x401ElptVYq1L1yUB4DS
どれ,どれ,Which one,x6lq56HEAUTAGTfNRMtB
誰か,だれか,Someone,x8lqayvCjas8wCsSgOuo
誕生日,たんじょうび,Birthday,xDLepErZQhlNsgaqflQi
荷物,にもつ,"Luggage, baggage",xGuxlzlN3bfBSBh4oSr4
うち,うち,"home, house",xPlUVeOhxAElZTGGEvwj
質問,しつもん,"Question, inquiry",xRLMLuVcK5wYLY7vjsQE
重い,おもい,"heavy, serious",xStnAzc6AaTJcjWbVwZg
～回,～かい,-times,xYfZbWGATtxXLwWHjuqm
取る,とる,take,xZh8Ss2OSI7o3YOejmrI
五つ,いつつ,Five things,xahCoB3pRq1ol9jE9UT1
毎月,まいげつ; まいつき,Every month,xeGZ5EI4XPZeVWjhsbPc
大きな,おおきな,Big,xg9eNhjFngNCMloh5RhX
どう,どう,How,xjEmAuaQTotjHvhLHprj
ページ,ページ,page,xl8Dc7IPicXtTlvBS4hj
おまわりさん,おまわりさん,Police officer,xnPL6hoiKu3SerdErsOu
横,よこ,"Beside, side, width",xouMMiMQus1po7BkDx79
段々,だんだん,"gradually, by degrees",xxGPti63ngD1XwAi6qk1
子供,こども,Child,y00eXPFiFJyX4h18yM4C
～側,～がわ,Side,y3dkf1HmfGnmpiEVPTCz
英語,えいご,English,y4MCpUOZ6Icxb89zdkUr
秋,あき,Autumn,y5f6jWN7vDdDaLTiMVjn
～匹,～ひき,counter for small animals,yN0uRAbnr9FtZsEpuioj
待つ,まつ,Wait,yV5aG7SiKevrybOT37jk
箸,はし,Chopsticks,ymhRD9uEsq9VE2qtujqG
服,ふく,Clothes,yn6gIm2Kc6C1KjxcwCtQ
初めて,はじめて,For the first time,ynIyyLpl0u3YwYkIpMXS
フォーク,フォーク,fork,yodA4VVVjAyUprYx1t6K
後,のち,"Afterwards, later, in the future, the rest, since then.",yu44wnnhs63a1cRf1Lyw
暇,ひま,Freetime,yxUgI9qU7pm4Oy02u33c
丸い; 円い,まるい,"Round, circular",z9fKY80gomZgYVJUhkWc
先週,せんしゅう,Last week,zHsOaEj0gR3nTPgLuMDe
ズボン,ズボン,Trousers,zKxCdwBrQjeNl5l8GQMb
毎年,まいねん; まいとし,Every year,zSy1mCQwvwGI5lODMQct
話す,はなす,speak,zYwpRymYO2vGA31iEPBZ
二十日,はつか,Twentieth,zghx2ePgTmydnFT9XApR
見せる,みせる,Show,zgn4aF5Zk6sRZXzozShX
